dia,id_vuelo,fase,origen,destino_programado,destino_final,minuto_inicio,minuto_fin,duracion_min,distancia_km,velocidad_kmh,viento,combustible_consumido_l,nota
2,BCNEXTERIOR00429,rodaje,BCN,EXTERIOR,EXTERIOR,1800.0,1804.0492138420848,4.049213842084782,4.0,59.2707644890488,neutro,103.92982194684119,
2,PMIBCN00611,rodaje,PMI,BCN,BCN,1800.0,1805.5942859068782,5.594285906878213,4.0,42.9009178284787,neutro,124.0066709358011,
2,LPATFN00183,rodaje,LPA,TFN,TFN,1800.0,1806.001519306603,6.001519306603086,4.0,39.9898738534327,neutro,133.033677963036,
2,TFNBCN00159,rodaje,TFN,BCN,BCN,1800.0,1806.401065264751,6.401065264750969,4.0,37.49375925310767,neutro,164.29400846193968,
2,BIOBCN00343,rodaje,BIO,BCN,BCN,1800.0,1806.5948110615775,6.594811061577502,4.0,36.39224805063465,neutro,146.18497853163606,
2,AGPTFN00149,rodaje,AGP,TFN,TFN,1800.0,1806.7161895537076,6.716189553707636,4.0,35.73454830016098,neutro,172.38219854516112,
2,VLCSVQ00699,rodaje,VLC,SVQ,SVQ,1802.0,1807.2631765201538,5.26317652015382,4.0,45.59983862995783,neutro,116.6670795300777,
2,LPATFN00183,despegue,LPA,TFN,TFN,1806.001519306603,1808.001519306603,2.0,9.005246946019318,281.6558235742342,en_contra,145.66666666666666,
2,PMIBCN00611,despegue,PMI,BCN,BCN,1805.5942859068782,1809.000269771429,3.4059838645507625,16.123643274483953,284.03499104557346,en_contra,248.06915813477892,
2,MADEXTERIOR00444,rodaje,MAD,EXTERIOR,EXTERIOR,1807.0,1811.8081748812042,4.808174881204195,4.0,49.914989768402656,neutro,123.40982195090866,
2,BCNAGP00543,rodaje,BCN,AGP,AGP,1808.0,1812.5631221097399,4.563122109739879,4.0,52.59556817200468,neutro,117.12013414998748,
2,BIOBCN00343,despegue,BIO,BCN,BCN,1806.5948110615775,1813.2855058662265,6.690694804648956,37.44638312723494,335.8071251543139,a_favor,360.1824036502731,
2,LPATFN00183,crucero,LPA,TFN,TFN,1808.001519306603,1814.304028400313,6.302509093709887,86.67550185543593,825.1523375851169,neutro,315.1254546854935,
2,VITALC00539,rodaje,VIT,ALC,ALC,1810.0,1815.047736905543,5.0477369055429335,4.0,47.54605964832496,neutro,111.89150140620376,
2,AGPEXTERIOR00302,rodaje,AGP,EXTERIOR,EXTERIOR,1812.0,1816.1941330176064,4.194133017606418,4.0,57.22279169318612,neutro,107.64941411856198,
2,VLCSVQ00699,despegue,VLC,SVQ,SVQ,1807.2631765201538,1816.2349122078133,8.971735687659475,42.05800907479104,281.27004989218597,en_contra,653.4414159178588,
2,LPATFN00183,aproximacion,LPA,TFN,TFN,1814.304028400313,1818.304028400313,4.0,11.256558682524147,361.0,en_contra,161.0,
2,PMIBCN00611,crucero,PMI,BCN,BCN,1809.000269771429,1820.083248315303,11.082978543874106,155.19006651690805,840.1535701033413,neutro,554.1489271937006,
2,LPATFN00183,aterrizaje,LPA,TFN,TFN,1818.304028400313,1820.304028400313,2.0,5.628279341262074,317.2567838589755,a_favor,59.5,
2,AGPBCN00556,rodaje,AGP,BCN,BCN,1816.0,1820.8575473818162,4.857547381816175,4.0,49.40764981488735,neutro,124.677049466617,
2,SCQBCN00616,rodaje,SCQ,BCN,BCN,1815.0,1821.1384513503644,6.1384513503644484,4.0,39.09780925212486,neutro,157.55358465935583,
2,MADEXTERIOR00187,rodaje,MAD,EXTERIOR,EXTERIOR,1817.0,1821.9386526012522,4.938652601252215,4.0,48.596250714039286,neutro,126.75875009880953,
2,BCNMAH00572,rodaje,BCN,MAH,MAH,1819.0,1823.2018746384845,4.201874638484469,4.0,57.117363236368,neutro,93.14155448640578,
2,PMIBCN00611,aproximacion,PMI,BCN,BCN,1820.083248315303,1824.083248315303,4.0,20.154554093104945,361.0,en_contra,161.0,
2,VITALC00539,despegue,VIT,ALC,ALC,1815.047736905543,1825.1706799050135,10.122942999470524,43.36250294913579,257.0151957868592,en_contra,737.287681794774,
2,IBZEXTERIOR00082,rodaje,IBZ,EXTERIOR,EXTERIOR,1821.0,1826.394154086985,5.394154086985054,4.0,44.49261109894325,neutro,138.4499548992823,
