dia,id_vuelo,fase,origen,destino_programado,destino_final,minuto_inicio,minuto_fin,duracion_min,distancia_km,velocidad_kmh,viento,combustible_consumido_l,nota
6,ACEBCN00095,rodaje,ACE,BCN,BCN,7560.0,7564.092655011808,4.092655011808347,4.0,58.6416395487816,neutro,105.04481196975652,
6,TFNVDE00235,rodaje,TFN,VDE,VDE,7560.0,7564.152375592807,4.152375592807402,4.0,57.798239739133166,neutro,92.04432564056124,
6,SCQTFN00222,rodaje,SCQ,TFN,TFN,7561.0,7565.097054850522,4.0970548505219995,4.0,58.578664127335315,neutro,105.15774116339878,
6,BCNGRX00016,rodaje,BCN,GRX,GRX,7560.0,7565.82804717726,5.828047177259577,4.0,41.180174542246334,neutro,129.18837909592307,
6,TFNVDE00235,despegue,TFN,VDE,VDE,7564.152375592807,7566.296480490255,2.144104897447505,13.479365225254693,377.2025867196013,a_favor,115.42431364591219,
6,BCNPMI00599,rodaje,BCN,PMI,PMI,7560.0,7566.517763675652,6.517763675651622,4.0,36.822445848499676,neutro,144.47709481027758,
6,MADEXTERIOR00144,rodaje,MAD,EXTERIOR,EXTERIOR,7560.0,7566.774663754595,6.774663754595167,4.0,35.4261124527702,neutro,173.88303636794643,
6,FUELPA00279,rodaje,FUE,LPA,LPA,7562.0,7566.859077641548,4.8590776415476284,4.0,49.3920899612444,neutro,107.7095543876428,
6,PMIMAH00656,rodaje,PMI,MAH,MAH,7564.0,7568.068081340872,4.068081340871686,4.0,58.995870507490956,neutro,90.17580305598672,
6,FUELPA00279,despegue,FUE,LPA,LPA,7566.859077641548,7568.859077641548,2.0,12.803501400051557,386.1934071901945,a_favor,107.66666666666667,
6,ALCSVQ00541,rodaje,ALC,SVQ,SVQ,7564.0,7569.672076933896,5.672076933896278,4.0,42.312543147249116,neutro,125.73103870136606,
6,PMIMAH00656,despegue,PMI,MAH,MAH,7568.068081340872,7570.312593875745,2.244512534873138,10.59432817793236,283.2061219528575,en_contra,163.47532962324541,
6,MADEXTERIOR00375,rodaje,MAD,EXTERIOR,EXTERIOR,7565.0,7571.288494806282,6.28849480628196,4.0,38.16493571088606,neutro,161.4047000279091,
6,SVQVLC00697,rodaje,SVQ,VLC,VLC,7566.0,7571.412430576808,5.4124305768082195,4.0,44.342370141129365,neutro,119.97554445258402,
6,PMIVLC00674,rodaje,PMI,VLC,VLC,7568.0,7572.167588027219,4.167588027218699,4.0,57.58726592757493,neutro,92.38153460333989,
6,BCNPMI00599,despegue,BCN,PMI,PMI,7568.82804717726,7572.517068607637,3.6890214303775792,16.123643274483953,262.24260680697785,en_contra,268.6837275125044,
6,TFNVDE00235,crucero,TFN,VDE,VDE,7566.296480490255,7573.345774530062,7.049294039807137,129.7388902930764,1104.2713459854315,a_favor,299.59499669179087,
6,SCQVLC00693,rodaje,SCQ,VLC,VLC,7571.0,7575.992030263147,4.992030263147171,4.0,48.07663162055975,neutro,128.12877675410405,
6,PMIVLC00674,despegue,PMI,VLC,VLC,7572.167588027219,7577.294050702733,5.126462675514631,22.10293862974557,258.6922799846033,en_contra,373.37736486661646,
6,FUELPA00279,crucero,FUE,LPA,LPA,7568.859077641548,7577.325627772999,8.466550131451186,123.23370097549623,873.321712353939,neutro,423.32750657257975,
6,TFNVDE00235,aproximacion,TFN,VDE,VDE,7573.345774530062,7577.345774530062,4.0,16.849206531568367,361.0,en_contra,161.0,
6,PMIMAH00656,crucero,PMI,MAH,MAH,7570.312593875745,7577.420098357754,7.1075044820090625,101.97040871259895,860.8119120068994,neutro,355.37522410045943,
6,BCNGRX00016,despegue,BCN,GRX,GRX,7565.82804717726,7578.6390848761675,12.811037698907967,54.49305174644064,255.21610205434408,en_contra,933.0705790704334,
6,ALCSVQ00541,despegue,ALC,SVQ,SVQ,7569.672076933896,7578.68247663158,9.010399697684079,38.336781346280034,255.2835565516559,neutro,570.658647520003,
