dia,id_vuelo,fase,origen,destino_programado,destino_final,minuto_inicio,minuto_fin,duracion_min,distancia_km,velocidad_kmh,viento,combustible_consumido_l,nota
9,LPAMAD00294,rodaje,LPA,MAD,MAD,11880.0,11884.069430212416,4.069430212415682,4.0,58.97631547232846,neutro,104.44870878531326,
9,MAHBCN00592,rodaje,MAH,BCN,BCN,11880.0,11884.268515954931,4.26851595493099,4.0,56.22563029727983,neutro,94.61877033430747,
9,LPAEXTERIOR00328,rodaje,LPA,EXTERIOR,EXTERIOR,11880.0,11884.710276630929,4.710276630929002,4.0,50.952421440409815,neutro,120.89710019384026,
9,SCQAGP00662,rodaje,SCQ,AGP,AGP,11880.0,11884.7273170346,4.727317034599764,4.0,50.76875492871965,neutro,121.33447055474895,
9,MADEXTERIOR00027,rodaje,MAD,EXTERIOR,EXTERIOR,11880.0,11884.768682228045,4.768682228044781,4.0,50.32836924812207,neutro,122.39617718648516,
9,BCNIBZ00049,rodaje,BCN,IBZ,IBZ,11881.0,11885.226934090397,4.226934090396753,4.0,56.77874195986789,neutro,93.6970390037923,
9,BCNEXTERIOR00611,rodaje,BCN,EXTERIOR,EXTERIOR,11881.0,11885.950431922234,4.950431922234202,4.0,48.480618210711796,neutro,127.06108600403422,
9,BCNSVQ00646,rodaje,BCN,SVQ,SVQ,11880.0,11886.058135557627,6.058135557626883,4.0,39.616148849267304,neutro,155.49214597909935,
9,MAHBCN00592,despegue,MAH,BCN,BCN,11884.268515954931,11888.824787097028,4.556271142097103,19.26489636847561,253.69293135972177,en_contra,331.84841484946736,
9,FUESVQ00649,rodaje,FUE,SVQ,SVQ,11885.0,11889.397625184893,4.397625184892604,4.0,54.57491030034116,neutro,112.87237974556034,
9,BCNIBZ00049,despegue,BCN,IBZ,IBZ,11885.226934090397,11890.012162727795,4.785228637398177,22.055895664870096,276.54974091517084,en_contra,348.5241524238033,
9,MADACE00125,rodaje,MAD,ACE,ACE,11884.0,11890.446013721896,6.446013721895724,4.0,37.23231292306569,neutro,165.447685528659,
9,LPAMAD00313,rodaje,LPA,MAD,MAD,11890.0,11894.246437141814,4.246437141813658,4.0,56.517968354395144,neutro,108.99188663990545,
9,IBZMAD00068,rodaje,IBZ,MAD,MAD,11890.0,11894.961070580202,4.961070580202431,4.0,48.37665502234782,neutro,109.97039786116675,
9,TFNSPC00157,rodaje,TFN,SPC,SPC,11894.0,11898.390165974472,4.390165974471529,4.0,54.66763703140583,neutro,97.31534576743697,
9,TFNVDE00246,rodaje,TFN,VDE,VDE,11894.0,11898.529213942815,4.529213942814749,4.0,52.989327293922884,neutro,100.39757573238956,
9,MAHBCN00592,crucero,MAH,BCN,BCN,11888.824787097028,11899.13659270121,10.311805604182155,185.42462754657777,1078.9068452067877,a_favor,438.25173817777403,
9,SCQAGP00662,despegue,SCQ,AGP,AGP,11884.7273170346,11899.399094208362,14.671777173762166,61.42711688455392,251.2052200236677,en_contra,1237.3198749873043,
9,AGPMAD00444,rodaje,AGP,MAD,MAD,11895.0,11900.311067145816,5.311067145816196,4.0,45.18865858983604,neutro,117.72865506560066,
9,LPAAGP00262,rodaje,LPA,AGP,AGP,11895.0,11900.327141141099,5.327141141098764,4.0,45.05230735270406,neutro,136.7299559548591,
9,PMIALC00563,rodaje,PMI,ALC,ALC,11895.0,11900.355955930705,5.355955930705022,4.0,44.80992806982084,neutro,118.72368979728358,
9,TFNSPC00157,despegue,TFN,SPC,SPC,11898.390165974472,11900.82309400208,2.4329280276087957,11.072811725915786,273.07371858745915,en_contra,177.19825801088348,
9,BCNIBZ00049,crucero,BCN,IBZ,IBZ,11890.012162727795,11901.814626908723,11.802464180927927,212.28799577437468,1079.2051177790686,a_favor,501.60472768947307,
9,BCNSVQ00646,despegue,BCN,SVQ,SVQ,11888.226934090397,11903.011658669631,14.784724579234535,64.88647003924206,263.3250407533924,en_contra,1246.8451061820829,
9,MAHBCN00592,aproximacion,MAH,BCN,BCN,11899.13659270121,11903.13899499383,4.002402292619081,24.081120460594516,361.0,en_contra,161.0966922779384,
9,IBZMAD00068,despegue,IBZ,MAD,MAD,11894.961070580202,11904.208398682313,9.24732810211026,36.87206423052861,239.23925153331004,en_contra,673.5137301036708,
9,TFNVDE00246,despegue,TFN,VDE,VDE,11901.390165974472,11904.389024282986,2.9988583085141727,13.479365225254693,269.6899387406754,en_contra,218.4168468034837,
9,PMIEXTERIOR00691,rodaje,PMI,EXTERIOR,EXTERIOR,11900.0,11905.628057254144,5.628057254143641,4.0,42.643489424938025,neutro,144.453469523008,
9,FUESVQ00649,despegue,FUE,SVQ,SVQ,11889.397625184893,11905.752126978674,16.35450179378131,99.33765454287109,364.4415065482656,a_favor,1019.4306118124184,
9,BCNIBZ00049,aproximacion,BCN,IBZ,IBZ,11901.814626908723,11905.814626908723,4.0,27.56986958108762,494.0,a_favor,119.0,
9,PMIALC00563,despegue,PMI,ALC,ALC,11900.355955930705,11905.82620114173,5.470245211025031,25.467446860622445,279.3379003481823,en_contra,398.4161928696343,
9,MAHBCN00592,aterrizaje,MAH,BCN,BCN,11903.13899499383,11906.239538164029,3.1005431701996713,12.040560230297258,233.00227545975181,en_contra,124.7968626005574,
9,TFNSPC00157,crucero,TFN,SPC,SPC,11900.82309400208,11906.48390090619,5.660806904110359,106.57581286193943,1129.6178937093744,a_favor,240.5842934246804,
9,AGPMAD00444,despegue,AGP,MAD,MAD,11900.311067145816,11908.070325431432,7.759258285615942,34.48768739217948,266.68286675887924,en_contra,565.132645135728,
9,BCNIBZ00049,aterrizaje,BCN,IBZ,IBZ,11905.814626908723,11909.127841324489,3.313214415766197,13.78493479054381,249.6355453172075,neutro,115.96250455181703,
9,ALCIBZ00037,rodaje,ALC,IBZ,IBZ,11905.0,11909.334462676503,4.334462676502881,4.0,55.370184936883355,neutro,96.08058932915402,
9,AGPVLC00666,rodaje,AGP,VLC,VLC,11904.0,11910.115498910927,6.115498910927272,4.0,39.244549544622195,neutro,135.5602258589057,
9,TFNSPC00157,aproximacion,TFN,SPC,SPC,11906.48390090619,11910.48390090619,4.0,13.841014657394732,361.0,en_contra,161.0,
9,MADEXTERIOR00485,rodaje,MAD,EXTERIOR,EXTERIOR,11906.0,11911.101096595772,5.1010965957721055,4.0,47.04870717384903,neutro,130.92814595815076,
9,IBZVLC00090,rodaje,IBZ,VLC,VLC,11907.0,11911.458467919912,4.458467919912437,4.0,53.830150695515826,neutro,98.8293722247218,
9,TFNVDE00246,crucero,TFN,VDE,VDE,11904.389024282986,11911.64861670823,7.259592425243682,129.7388902930764,1072.2824315200137,a_favor,308.53267807285704,
9,ALCIBZ00037,despegue,ALC,IBZ,IBZ,11909.334462676503,11912.404319696763,3.069857020260315,14.472042759228364,282.85440000066495,en_contra,223.5879196423293,
9,TFNSPC00157,aterrizaje,TFN,SPC,SPC,11910.48390090619,11912.48390090619,2.0,6.920507328697366,240.05421016044363,neutro,70.0,
9,ALCBCN00558,rodaje,ALC,BCN,BCN,11908.0,11912.75570872558,4.7557087255790975,4.0,50.46566428870831,neutro,105.41821008368952,
9,LPAMAD00294,despegue,LPA,MAD,MAD,11884.069430212416,11913.935986763325,29.86655655090908,141.1591644419434,283.5797240997637,en_contra,2518.746269126611,
9,IBZVLC00090,despegue,IBZ,VLC,VLC,11911.458467919912,11914.92061850424,3.462150584327901,13.93092559029039,241.4266840966532,en_contra,252.15996755850293,
9,IBZPMI00079,rodaje,IBZ,PMI,PMI,11911.0,11915.182714084822,4.182714084821782,4.0,57.379011601808436,neutro,92.71682888020204,
9,TFNVDE00246,aproximacion,TFN,VDE,VDE,11911.64861670823,11915.64861670823,4.0,16.849206531568367,380.0,neutro,140.0,
9,TFNVDE00246,aterrizaje,TFN,VDE,VDE,11915.64861670823,11917.841484626892,2.1928679186621594,8.424603265784183,230.5091846368568,en_contra,88.26293372613713,
9,IBZPMI00079,despegue,IBZ,PMI,PMI,11915.182714084822,11917.933779976744,2.751065891921826,11.143621383470402,243.0393561170009,en_contra,200.3692991283365,
9,PMIBCN00598,rodaje,PMI,BCN,BCN,11912.0,11918.099078099258,6.099078099257895,4.0,39.35020934216346,neutro,135.1962312002152,
9,MADACE00125,despegue,MAD,ACE,ACE,11890.446013721896,11918.488048872148,28.04203515025256,125.86618166554314,269.3089449274354,en_contra,2364.8782976713032,
9,BCNMAD00476,rodaje,BCN,MAD,MAD,11913.0,11918.738358445644,5.738358445643826,4.0,41.823807674856916,neutro,127.20027887843906,
9,AGPVLC00666,despegue,AGP,VLC,VLC,11910.115498910927,11918.986673230049,8.871174319121565,37.66525695112955,254.74816926961958,en_contra,646.117196242656,
9,ALCBCN00558,despegue,ALC,BCN,BCN,11912.75570872558,11919.86297912588,7.107270400301786,32.312851766058664,272.7870190335432,en_contra,517.6461941552756,
9,MADEXTERIOR00027,despegue,MAD,EXTERIOR,EXTERIOR,11884.768682228045,11919.939874308557,35.1711920805119,144.0,245.65559166211796,en_contra,2966.1038654564527,
9,LPABIO00277,rodaje,LPA,BIO,BIO,11915.0,11920.43857441879,5.438574418789358,4.0,44.12921135561383,neutro,139.59007674893252,
9,AGPEXTERIOR00573,rodaje,AGP,EXTERIOR,EXTERIOR,11917.0,11921.125542399872,4.125542399871847,4.0,58.174168809282605,neutro,105.88892159671175,
9,BCNACE00101,rodaje,BCN,ACE,ACE,11917.0,11921.44221994923,4.442219949229184,4.0,54.02704115126613,neutro,114.01697869689166,
9,PMIBCN00598,despegue,PMI,BCN,BCN,11918.099078099258,11921.652929394046,3.553851294787819,16.123643274483953,272.2169601997933,en_contra,258.8388359703253,
9,PMIMAD00522,rodaje,PMI,MAD,MAD,11918.0,11922.212250044899,4.21225004489861,4.0,56.97667456629352,neutro,93.37154266190231,
9,ALCIBZ00037,crucero,ALC,IBZ,IBZ,11912.404319696763,11922.51134092128,10.107021224517666,139.293411557573,826.9107690384458,neutro,505.3510612259185,
9,PMIALC00563,crucero,PMI,ALC,ALC,11905.82620114173,11922.789392806215,16.96319166448484,245.12417603349104,867.0214222009588,neutro,848.1595832242632,
9,BCNEXTERIOR00611,despegue,BCN,EXTERIOR,EXTERIOR,11888.226934090397,11923.113555913997,34.88662182359985,144.0,247.65940490561636,en_contra,2942.105107123578,
9,TFNBCN00181,rodaje,TFN,BCN,BCN,11919.0,11923.12498256405,4.1249825640497875,4.0,58.18206411140278,neutro,105.87455247729403,
9,LEIMAD00026,rodaje,LEI,MAD,MAD,11919.0,11923.373688725533,4.373688725532702,4.0,54.873589562714606,neutro,96.95010008266023,
9,LPAEXTERIOR00328,despegue,LPA,EXTERIOR,EXTERIOR,11887.069430212416,11923.420709368695,36.351279156278906,144.0,237.68076944019847,en_contra,3065.6245421795848,
9,MADEXTERIOR00520,rodaje,MAD,EXTERIOR,EXTERIOR,11919.0,11923.807280666657,4.8072806666568795,4.0,49.92427458306074,neutro,123.38687044418431,
9,MADXRY00004,rodaje,MAD,XRY,XRY,11919.0,11924.27417948522,5.274179485220884,4.0,45.50470849021348,neutro,116.9109785890432,
9,IBZVLC00090,crucero,IBZ,VLC,VLC,11914.92061850424,11924.820790324604,9.90017182036354,134.085158806545,812.6232225429326,en_contra,569.259879670914,
9,IBZPMI00079,crucero,IBZ,PMI,PMI,11917.933779976744,11925.66953983492,7.735759858176607,107.25735581590261,831.9081081805035,en_contra,444.8061918451394,
9,SCQMAD00539,rodaje,SCQ,MAD,MAD,11921.0,11925.713591553338,4.713591553338119,4.0,50.91658818634903,neutro,104.48461276567458,
9,LPAAGP00262,despegue,LPA,AGP,AGP,11900.327141141099,11925.78507508187,25.45793394077191,112.77020080203624,265.7800929118565,en_contra,2146.9524290050695,
