dia,id_vuelo,fase,origen,destino_programado,destino_final,minuto_inicio,minuto_fin,duracion_min,distancia_km,velocidad_kmh,viento,combustible_consumido_l,nota
20,MADBIO00383,rodaje,MAD,BIO,BIO,27720.0,27725.644620177547,5.64462017754704,4.0,42.51836128047792,neutro,125.12241393561538,
20,BCNGRX00025,rodaje,BCN,GRX,GRX,27720.0,27725.67206395735,5.672063957350474,4.0,42.31263994988063,neutro,125.73075105456776,
20,MADEXTERIOR00006,rodaje,MAD,EXTERIOR,EXTERIOR,27720.0,27725.776788460444,5.77678846044364,4.0,41.54557530423699,neutro,148.27090381804817,
20,LPASCQ00321,rodaje,LPA,SCQ,SCQ,27722.0,27726.676648815257,4.676648815257067,4.0,51.318798883731354,neutro,120.03398625825577,
20,MADEXTERIOR00313,rodaje,MAD,EXTERIOR,EXTERIOR,27723.0,27727.556404055802,4.556404055801977,4.0,52.673116137345545,neutro,116.9477040989516,
20,MADEXTERIOR00225,rodaje,MAD,EXTERIOR,EXTERIOR,27725.0,27729.78282463966,4.782824639660248,4.0,50.17955247822998,neutro,122.75916575127826,
20,FUEMAD00472,rodaje,FUE,MAD,MAD,27725.0,27729.97664949503,4.97664949503087,4.0,48.22521663212546,neutro,127.73400370578089,
20,SCQBCN00622,rodaje,SCQ,BCN,BCN,27724.0,27730.732895476503,6.732895476503472,4.0,35.64588234549244,neutro,172.81098389696493,
20,MADBIO00383,despegue,MAD,BIO,BIO,27725.644620177547,27731.316445575765,5.671825398218061,25.363009941539996,268.3052614720466,en_contra,413.09794983680285,
20,MADEXTERIOR00017,rodaje,MAD,EXTERIOR,EXTERIOR,27728.0,27732.406409963973,4.406409963972692,4.0,54.46610777532072,neutro,113.09785574197342,
20,FUETFN00199,rodaje,FUE,TFN,TFN,27728.0,27732.47528686407,4.475286864071677,4.0,53.62784717262052,neutro,99.20219215355907,
20,BCNMAH00576,rodaje,BCN,MAH,MAH,27728.0,27732.918362055498,4.91836205549771,4.0,48.79673299605961,neutro,109.02369223016622,
20,AGPEXTERIOR00111,rodaje,AGP,EXTERIOR,EXTERIOR,27729.0,27733.143072684088,4.143072684088111,4.0,57.92802065041555,neutro,106.33886555824881,
20,AGPLCG00406,rodaje,AGP,LCG,LCG,27728.0,27734.825675575623,6.825675575622881,4.0,35.161354702686715,neutro,175.19233977436338,
20,FUETFN00199,despegue,FUE,TFN,TFN,27732.97664949503,27736.479209560748,3.5025600657172618,19.44344645425839,333.0725998605,a_favor,188.554483537697,
20,BCNMAH00576,despegue,BCN,MAH,MAH,27732.918362055498,27736.982847313768,4.064485258269997,19.26489636847561,284.3887254250506,en_contra,296.0300096440556,
20,MADLPA00304,rodaje,MAD,LPA,LPA,27732.0,27737.717684244446,5.717684244445991,4.0,41.97503565068067,neutro,146.75389560747422,
20,MADEXTERIOR00450,rodaje,MAD,EXTERIOR,EXTERIOR,27733.0,27737.872150525458,4.872150525457982,4.0,49.259561818954374,neutro,125.0518634867296,
20,BCNGRX00025,despegue,BCN,GRX,GRX,27725.67206395735,27738.726944513463,13.054880556112039,54.49305174644064,250.44910144779763,en_contra,950.8304671701176,
20,LPAFUE00285,rodaje,LPA,FUE,FUE,27733.0,27739.17582881056,6.175828810559324,4.0,38.86118080049068,neutro,136.89753863405065,
20,PMIEXTERIOR00477,rodaje,PMI,EXTERIOR,EXTERIOR,27735.0,27739.87143664495,4.871436644949426,4.0,49.266780519232015,neutro,125.03354055366685,
20,MADEXTERIOR00075,rodaje,MAD,EXTERIOR,EXTERIOR,27736.0,27741.004541324153,5.0045413241532515,4.0,47.95644284956602,neutro,128.44989398657503,
20,LPAFUE00285,despegue,LPA,FUE,FUE,27739.17582881056,27742.024333899746,2.8485050891868013,12.803501400051557,269.68885782217615,en_contra,207.46612066234388,
20,PMIMAH00658,rodaje,PMI,MAH,MAH,27739.0,27743.426052034814,4.426052034814347,4.0,54.2243963948274,neutro,98.11082010508997,
20,MADBIO00383,crucero,MAD,BIO,BIO,27731.316445575765,27744.208645139188,12.892199563422764,244.11897068732245,1136.1240701545353,a_favor,547.9184814454284,
20,IBZBCN00066,rodaje,IBZ,BCN,BCN,27738.0,27744.576363632168,6.576363632168068,4.0,36.49433234288004,neutro,145.77606051307635,
20,MADEXTERIOR00516,rodaje,MAD,EXTERIOR,EXTERIOR,27741.0,27745.546870572995,4.546870572994521,4.0,52.78355654664919,neutro,116.70301137354963,
20,PMIMAH00658,despegue,PMI,MAH,MAH,27743.426052034814,27745.97057397805,2.5445219432367594,10.59432817793236,249.814976980591,en_contra,185.3260148656395,
20,TFNBCN00181,rodaje,TFN,BCN,BCN,27740.0,27746.29964535555,6.299645355549728,4.0,38.097382702441244,neutro,161.69089745908641,
20,IBZPMI00093,rodaje,IBZ,PMI,PMI,27741.0,27746.624340805265,5.624340805265092,4.0,42.671667366824686,neutro,124.67288785007877,
20,BCNEXTERIOR00366,rodaje,BCN,EXTERIOR,EXTERIOR,27742.0,27746.862828853344,4.862828853343672,4.0,49.35398864284299,neutro,124.81260723581427,
20,BCNMAH00576,crucero,BCN,MAH,MAH,27736.982847313768,27747.258455804604,10.27560849083602,185.42462754657777,1082.707429220923,a_favor,436.71336086056664,
20,MADAGP00433,rodaje,MAD,AGP,AGP,27743.0,27747.372793086273,4.372793086273305,4.0,54.884828818783674,neutro,96.93024674569622,
20,SCQBCN00622,despegue,SCQ,BCN,BCN,27730.732895476503,27747.43934659041,16.70645111390695,70.89934389058455,254.62981960866122,en_contra,1408.9107106061622,
20,BCNOVD00334,rodaje,BCN,OVD,OVD,27742.0,27747.800996047994,5.800996047993976,4.0,41.37220539617683,neutro,148.8922318985016,
20,MADBIO00383,aproximacion,MAD,BIO,BIO,27744.208645139188,27748.208645139188,4.0,31.703762426924996,494.0,a_favor,119.0,
20,BIOBCN00375,rodaje,BIO,BCN,BCN,27744.0,27748.6563031037,4.656303103700338,4.0,51.543036321945564,neutro,103.21471879868466,
20,IBZBCN00066,despegue,IBZ,BCN,BCN,27744.576363632168,27749.47080604588,4.8944424137116584,22.055895664870096,270.3788558600404,neutro,309.9813528684034,
20,MADEXTERIOR00497,rodaje,MAD,EXTERIOR,EXTERIOR,27745.0,27749.672910463305,4.672910463305016,4.0,51.35985418180475,neutro,119.93803522484109,
20,IBZPMI00093,despegue,IBZ,PMI,PMI,27747.576363632168,27750.036354057225,2.4599904250571853,11.143621383470402,271.79670140075376,neutro,155.79939358701168,
20,FUETFN00199,crucero,FUE,TFN,TFN,27736.479209560748,27750.203974908003,13.724765347255016,187.143172122237,818.1262151473236,en_contra,789.1740074671162,
20,AGPLCG00406,despegue,AGP,LCG,LCG,27736.143072684088,27750.54066154812,14.397588864030695,64.53786214694435,268.9527924005705,en_contra,1214.1966608666662,
20,LPAFUE00285,crucero,LPA,FUE,FUE,27742.024333899746,27750.901978726582,8.877644826836331,123.23370097549623,832.8810402707758,neutro,443.8822413418081,
20,MADBIO00383,aterrizaje,MAD,BIO,BIO,27748.208645139188,27751.221278128123,3.0126329889353656,15.851881213462498,315.70817829490454,a_favor,89.62583142081132,
20,BCNMAH00576,aproximacion,BCN,MAH,MAH,27747.258455804604,27751.260858097223,4.002402292619081,24.081120460594516,361.0,en_contra,161.0966922779384,
20,PMIMAH00658,crucero,PMI,MAH,MAH,27745.97057397805,27751.541278122426,5.5707041443747585,101.97040871259895,1098.2856680574823,a_favor,236.75492613595512,
20,PMIOVD00339,rodaje,PMI,OVD,OVD,27747.0,27752.736903749978,5.7369037499775,4.0,41.83441285745956,neutro,147.24719624938157,
20,FUEMAD00472,despegue,FUE,MAD,MAD,27729.97664949503,27753.558546703913,23.581897208881855,130.70356881776195,332.5522988927126,a_favor,1469.9382593537132,
20,FUETFN00199,aproximacion,FUE,TFN,TFN,27750.203974908003,27754.203974908003,4.0,24.304308067822987,494.0,a_favor,119.0,
20,AGPTFN00177,rodaje,AGP,TFN,TFN,27750.0,27754.294514597026,4.2945145970261365,4.0,55.885244904344006,neutro,110.22587465696475,
20,AGPSDR00343,rodaje,AGP,SDR,SDR,27750.0,27754.29573457775,4.295734577750409,4.0,55.86937359749364,neutro,110.2571874955896,
20,BCNMAH00576,aterrizaje,BCN,MAH,MAH,27751.260858097223,27754.335891111707,3.075033014483779,12.040560230297258,234.93523822827586,en_contra,123.77007883301931,
20,LPAFUE00285,aproximacion,LPA,FUE,FUE,27750.901978726582,27754.901978726582,4.0,16.00437675006445,494.0,a_favor,119.0,
20,PMIMAH00658,aproximacion,PMI,MAH,MAH,27751.541278122426,27755.541278122426,4.0,13.24291022241545,361.0,en_contra,161.0,
20,PMIMAH00659,rodaje,PMI,MAH,MAH,27752.0,27756.26860310916,4.268603109161631,4.0,56.224482310111384,neutro,94.62070225310467,
20,LPAFUE00285,aterrizaje,LPA,FUE,FUE,27754.901978726582,27756.901978726582,2.0,8.002188375032224,312.8559951328199,a_favor,59.5,
20,BIOBCN00375,despegue,BIO,BCN,BCN,27751.208645139188,27757.03788743403,5.829242294843425,37.44638312723494,385.433110169569,a_favor,313.8075435391548,
20,LEIBCN00038,rodaje,LEI,BCN,BCN,27753.0,27757.08285901845,4.082859018450108,4.0,58.782338286826544,neutro,90.50337490899443,
20,FUETFN00199,aterrizaje,FUE,TFN,TFN,27754.203974908003,27757.12980961352,2.925834705518355,12.152154033911494,249.20383938975777,neutro,102.40421469310229,
