N_simulacion,id_vuelo,aeropuerto_origen,aeropuerto_destino,hora_salida,hora_llegada_programada,hora_llegada_real,retraso_minutos
1,FC004,F,C,03:54,04:08,04:08,0
1,HD002,H,D,11:12,12:16,12:16,0
1,IH003,I,H,13:49,14:32,14:32,0
1,GC000,G,C,14:32,15:34,15:34,0
1,DH001,D,H,17:02,18:06,18:06,0
2,JH003,J,H,01:28,01:57,01:57,0
2,GH000,G,H,02:58,03:58,03:58,0
2,IE004,I,E,05:06,06:10,06:10,0
2,AB002,A,B,09:41,10:01,10:01,0
2,AD001,A,D,20:01,20:51,20:51,0
