N_simulacion,tipo,id_vuelo,origen,destino,minuto,retraso
7,llegada,AE030,A,E,378,0.0
7,salida,EJ001,E,J,399,
7,salida,HF022,H,F,421,
7,llegada,HF022,H,F,429,0.0
7,salida,JH000,J,H,433,
7,salida,HI002,H,I,433,
7,llegada,EJ001,E,J,450,0.0
7,salida,DA031,D,A,457,
7,llegada,JH000,J,H,462,0.0
7,llegada,HI002,H,I,476,0.0
7,llegada,DA031,D,A,507,0.0
7,salida,JD040,J,D,528,
7,llegada,JD040,J,D,602,0.0
7,salida,DI023,D,I,622,
7,salida,GH019,G,H,632,
7,salida,IE010,I,E,649,
7,salida,BD051,B,D,660,
7,salida,EA020,E,A,687,
7,llegada,GH019,G,H,692,0.0
7,llegada,BD051,B,D,699,0.0
7,salida,AH032,A,H,704,
7,llegada,DI023,D,I,707,0.0
7,llegada,IE010,I,E,713,0.0
7,salida,HB025,H,B,715,
7,salida,GE029,G,E,718,
7,llegada,EA020,E,A,729,0.0
7,llegada,HB025,H,B,748,0.0
7,llegada,AH032,A,H,750,0.0
7,llegada,GE029,G,E,752,0.0
7,salida,GF035,G,F,763,
7,salida,AH044,A,H,783,
7,salida,DH005,D,H,788,
7,salida,BG052,B,G,799,
7,salida,HA015,H,A,805,
7,salida,IB021,I,B,827,
7,llegada,BG052,B,G,828,0.0
7,llegada,AH044,A,H,829,0.0
7,llegada,GF035,G,F,829,0.0
7,llegada,HA015,H,A,851,0.0
7,llegada,DH005,D,H,852,0.0
7,salida,IG012,I,G,853,
7,salida,EH049,E,H,853,
7,salida,AB038,A,B,872,
7,llegada,IB021,I,B,874,0.0
7,salida,FJ054,F,J,883,
7,llegada,EH049,E,H,887,0.0
7,llegada,AB038,A,B,892,0.0
7,salida,CF013,C,F,901,
7,llegada,FJ054,F,J,910,0.0
7,llegada,CF013,C,F,915,0.0
7,llegada,IG012,I,G,925,0.0
7,salida,DG050,D,G,942,
7,salida,AD056,A,D,944,
7,llegada,DG050,D,G,962,0.0
7,salida,BI017,B,I,974,
7,salida,AH004,A,H,977,
7,salida,IE003,I,E,987,
7,llegada,AD056,A,D,994,0.0
7,salida,IH009,I,H,1021,
7,llegada,BI017,B,I,1021,0.0
7,llegada,AH004,A,H,1023,0.0
7,salida,EC057,E,C,1028,
7,salida,DH058,D,H,1050,
7,llegada,IE003,I,E,1051,0.0
7,salida,CI039,C,I,1055,
7,llegada,IH009,I,H,1064,0.0
7,llegada,EC057,E,C,1071,0.0
7,llegada,CI039,C,I,1083,0.0
7,salida,FJ059,F,J,1099,
7,salida,BF016,B,F,1105,
7,cola_espera,DH058,,H,1114,
7,llegada,FJ059,F,J,1126,0.0
7,llegada,BF016,B,F,1143,0.0
7,salida,AB011,A,B,1181,
7,llegada,AB011,A,B,1201,0.0
7,salida,BC037,B,C,1220,
7,salida,EC046,E,C,1234,
7,salida,AC036,A,C,1238,
7,salida,AC028,A,C,1251,
7,llegada,BC037,B,C,1254,0.0
7,salida,DI055,D,I,1268,
7,salida,AF026,A,F,1276,
7,llegada,EC046,E,C,1277,0.0
7,cola_espera,AC036,,C,1278,
7,cola_espera,AC028,,C,1291,
7,salida,BI048,B,I,1303,
7,llegada,AF026,A,F,1325,0.0
7,salida,ID053,I,D,1345,
7,llegada,BI048,B,I,1350,0.0
7,llegada,DI055,D,I,1353,0.0
7,salida,BA024,B,A,1357,
7,salida,IB041,I,B,1370,
7,llegada,BA024,B,A,1377,0.0
7,salida,BF045,B,F,1379,
7,cola_espera,BF045,,F,1417,
7,llegada,IB041,I,B,1417,0.0
7,llegada,ID053,I,D,1430,0.0
8,salida,CJ020,C,J,18,
8,salida,ID039,I,D,27,
8,llegada,CJ020,C,J,33,0.0
8,salida,BF045,B,F,37,
8,salida,DI027,D,I,49,
8,salida,IF011,I,F,62,
8,llegada,BF045,B,F,75,0.0
8,llegada,IF011,I,F,103,0.0
8,salida,FI021,F,I,106,
8,llegada,ID039,I,D,112,0.0
8,salida,BJ026,B,J,122,
8,salida,GE014,G,E,129,
8,llegada,DI027,D,I,134,0.0
8,salida,CA031,C,A,136,
8,salida,HJ057,H,J,143,
8,llegada,FI021,F,I,147,0.0
8,llegada,BJ026,B,J,158,0.0
8,llegada,GE014,G,E,163,0.0
8,llegada,HJ057,H,J,172,0.0
8,llegada,CA031,C,A,176,0.0
8,salida,IJ041,I,J,214,
8,llegada,IJ041,I,J,229,0.0
8,salida,HG058,H,G,235,
8,llegada,HG058,H,G,295,0.0
8,salida,JH003,J,H,337,
8,llegada,JH003,J,H,366,0.0
8,salida,FB018,F,B,389,
8,salida,IG037,I,G,399,
8,salida,IJ042,I,J,422,
8,llegada,FB018,F,B,427,0.0
8,llegada,IJ042,I,J,437,0.0
8,salida,EF050,E,F,448,
8,salida,FB035,F,B,455,
8,llegada,IG037,I,G,471,0.0
8,salida,FJ008,F,J,477,
8,llegada,EF050,E,F,488,0.0
8,llegada,FB035,F,B,493,0.0
8,salida,DF052,D,F,504,
8,llegada,FJ008,F,J,504,0.0
8,salida,FH012,F,H,507,
8,salida,EC044,E,C,511,
8,salida,AI047,A,I,511,
8,llegada,FH012,F,H,515,0.0
8,salida,FI040,F,I,525,
8,salida,GJ028,G,J,534,
8,llegada,AI047,A,I,551,0.0
8,llegada,EC044,E,C,554,0.0
8,llegada,FI040,F,I,566,0.0
8,llegada,DF052,D,F,574,0.0
8,cola_espera,GJ028,,J,597,
8,salida,JG036,J,G,626,
8,llegada,GJ028,G,J,626,29.0
8,salida,GI016,G,I,649,
8,salida,BI000,B,I,658,
8,salida,CI004,C,I,669,
8,salida,HE019,H,E,682,
8,salida,IA043,I,A,688,
8,llegada,JG036,J,G,689,0.0
8,salida,BH049,B,H,696,
8,llegada,CI004,C,I,697,0.0
8,llegada,BI000,B,I,705,0.0
8,llegada,HE019,H,E,716,0.0
8,llegada,GI016,G,I,721,0.0
8,llegada,IA043,I,A,728,0.0
8,llegada,BH049,B,H,729,0.0
8,salida,CD024,C,D,735,
8,salida,CG009,C,G,744,
8,salida,JF053,J,F,775,
8,salida,AF017,A,F,784,
8,salida,HC006,H,C,797,
8,llegada,JF053,J,F,802,0.0
8,llegada,CD024,C,D,805,0.0
8,salida,DC025,D,C,806,
8,llegada,CG009,C,G,806,0.0
8,llegada,HC006,H,C,812,0.0
8,salida,GE015,G,E,831,
8,llegada,AF017,A,F,833,0.0
8,salida,EI010,E,I,839,
8,salida,CG055,C,G,849,
8,llegada,GE015,G,E,865,0.0
8,llegada,DC025,D,C,876,0.0
8,salida,JE048,J,E,889,
8,cola_espera,EI010,,I,903,
8,salida,HC059,H,C,905,
8,salida,IJ032,I,J,906,
8,llegada,EI010,E,I,906,3.0
8,llegada,CG055,C,G,911,0.0
8,llegada,HC059,H,C,920,0.0
8,llegada,IJ032,I,J,921,0.0
8,salida,BH022,B,H,931,
8,salida,DC054,D,C,935,
8,llegada,JE048,J,E,940,0.0
8,salida,AC005,A,C,947,
8,llegada,BH022,B,H,964,0.0
8,llegada,AC005,A,C,987,0.0
8,cola_espera,DC054,,C,1005,
8,salida,AC030,A,C,1029,
8,salida,HJ033,H,J,1043,
8,salida,FA007,F,A,1049,
8,cola_espera,AC030,,C,1069,
8,llegada,HJ033,H,J,1072,0.0
8,llegada,FA007,F,A,1098,0.0
8,salida,CE034,C,E,1111,
8,llegada,DC054,D,C,1111,106.0
8,llegada,CE034,C,E,1154,0.0
8,salida,FA056,F,A,1161,
8,salida,EH023,E,H,1181,
8,salida,GB001,G,B,1197,
8,llegada,FA056,F,A,1210,0.0
8,llegada,EH023,E,H,1215,0.0
8,llegada,GB001,G,B,1226,0.0
8,salida,JG046,J,G,1228,
8,llegada,JG046,J,G,1291,0.0
8,salida,GA002,G,A,1298,
8,salida,AH051,A,H,1298,
8,salida,JH038,J,H,1310,
8,salida,JD029,J,D,1331,
8,llegada,GA002,G,A,1332,0.0
8,llegada,JH038,J,H,1339,0.0
8,llegada,AH051,A,H,1344,0.0
8,salida,FC013,F,C,1374,
8,cola_espera,FC013,,C,1388,
8,llegada,JD029,J,D,1405,0.0
9,salida,BA004,B,A,14,
9,llegada,BA004,B,A,34,0.0
9,salida,IG037,I,G,56,
9,llegada,IG037,I,G,128,0.0
9,salida,BI058,B,I,145,
9,salida,JB027,J,B,151,
9,salida,CD045,C,D,181,
9,salida,FB009,F,B,185,
9,llegada,JB027,J,B,187,0.0
9,llegada,BI058,B,I,192,0.0
9,salida,EH018,E,H,199,
9,salida,FD025,F,D,205,
9,salida,IB015,I,B,211,
9,llegada,FB009,F,B,223,0.0
9,llegada,EH018,E,H,233,0.0
9,salida,GI051,G,I,238,
9,llegada,CD045,C,D,251,0.0
9,llegada,IB015,I,B,258,0.0
9,salida,GH011,G,H,263,
9,llegada,FD025,F,D,275,0.0
9,salida,CA029,C,A,289,
9,llegada,GI051,G,I,310,0.0
9,llegada,GH011,G,H,323,0.0
9,salida,HA016,H,A,328,
9,llegada,CA029,C,A,329,0.0
9,salida,BG022,B,G,362,
9,salida,AJ049,A,J,367,
9,llegada,HA016,H,A,374,0.0
9,salida,HC044,H,C,378,
9,llegada,BG022,B,G,391,0.0
9,llegada,HC044,H,C,393,0.0
9,llegada,AJ049,A,J,402,0.0
9,salida,DA041,D,A,405,
9,salida,AJ052,A,J,424,
9,salida,GH031,G,H,432,
9,salida,CI024,C,I,437,
9,llegada,DA041,D,A,455,0.0
9,llegada,AJ052,A,J,459,0.0
9,salida,ED017,E,D,463,
9,llegada,CI024,C,I,465,0.0
9,llegada,GH031,G,H,492,0.0
9,salida,BI006,B,I,494,
9,llegada,ED017,E,D,495,0.0
9,salida,HJ008,H,J,518,
9,salida,GB010,G,B,522,
9,salida,IF046,I,F,535,
9,llegada,BI006,B,I,541,0.0
9,llegada,HJ008,H,J,547,0.0
9,salida,AH048,A,H,551,
9,llegada,GB010,G,B,551,0.0
9,llegada,IF046,I,F,576,0.0
9,salida,EB007,E,B,579,
9,llegada,AH048,A,H,597,0.0
9,salida,JB014,J,B,600,
9,llegada,EB007,E,B,602,0.0
9,salida,IH002,I,H,621,
9,cola_espera,JB014,,B,636,
9,salida,CA013,C,A,647,
9,llegada,IH002,I,H,664,0.0
9,salida,JI056,J,I,670,
9,llegada,JI056,J,I,685,0.0
9,llegada,CA013,C,A,687,0.0
9,salida,IB033,I,B,706,
9,salida,FA042,F,A,725,
9,cola_espera,IB033,,B,753,
9,salida,DC019,D,C,772,
9,llegada,FA042,F,A,774,0.0
9,salida,AJ040,A,J,776,
9,salida,HJ028,H,J,809,
9,llegada,AJ040,A,J,811,0.0
9,salida,DB059,D,B,818,
9,salida,DB054,D,B,821,
9,llegada,HJ028,H,J,838,0.0
9,llegada,DC019,D,C,842,0.0
9,cola_espera,DB059,,B,857,
9,cola_espera,DB054,,B,860,
9,salida,GH020,G,H,868,
9,salida,IF050,I,F,903,
9,salida,GD034,G,D,921,
9,llegada,GH020,G,H,928,0.0
9,llegada,GD034,G,D,941,0.0
9,llegada,IF050,I,F,944,0.0
9,salida,EF047,E,F,947,
9,salida,EF005,E,F,973,
9,llegada,EF047,E,F,987,0.0
9,llegada,EF005,E,F,1013,0.0
9,salida,CA021,C,A,1052,
9,salida,GF039,G,F,1082,
9,llegada,CA021,C,A,1092,0.0
9,salida,DE026,D,E,1124,
9,llegada,GF039,G,F,1148,0.0
9,llegada,DE026,D,E,1156,0.0
9,salida,AG001,A,G,1157,
9,salida,HG035,H,G,1166,
9,llegada,AG001,A,G,1191,0.0
9,salida,BE055,B,E,1194,
9,llegada,JB014,J,B,1194,558.0
9,salida,IF000,I,F,1200,
9,llegada,BE055,B,E,1217,0.0
9,llegada,HG035,H,G,1226,0.0
9,salida,GE036,G,E,1238,
9,llegada,IF000,I,F,1241,0.0
9,salida,GJ023,G,J,1248,
9,salida,DB012,D,B,1251,
9,salida,GI043,G,I,1257,
9,salida,CI003,C,I,1268,
9,salida,JA057,J,A,1272,
9,llegada,GE036,G,E,1272,0.0
9,cola_espera,DB012,,B,1290,
9,llegada,CI003,C,I,1296,0.0
9,salida,HJ038,H,J,1303,
9,llegada,JA057,J,A,1307,0.0
9,llegada,GJ023,G,J,1311,0.0
9,salida,EB030,E,B,1323,
9,llegada,GI043,G,I,1329,0.0
9,llegada,HJ038,H,J,1332,0.0
9,salida,IG032,I,G,1335,
9,cola_espera,EB030,,B,1346,
9,salida,BF053,B,F,1379,
9,llegada,IB033,I,B,1379,626.0
9,llegada,IG032,I,G,1407,0.0
9,cola_espera,BF053,,F,1417,
10,salida,FD013,F,D,46,
10,salida,GB043,G,B,59,
10,salida,IA030,I,A,81,
10,llegada,GB043,G,B,88,0.0
10,llegada,FD013,F,D,116,0.0
10,llegada,IA030,I,A,121,0.0
10,salida,IH049,I,H,138,
10,llegada,IH049,I,H,181,0.0
10,salida,EH042,E,H,233,
10,salida,GI008,G,I,236,
10,salida,EI000,E,I,248,
10,salida,BI005,B,I,258,
10,llegada,EH042,E,H,267,0.0
10,salida,JG055,J,G,288,
10,salida,DI011,D,I,305,
10,llegada,BI005,B,I,305,0.0
10,salida,JE022,J,E,308,
10,llegada,GI008,G,I,308,0.0
10,salida,HJ024,H,J,310,
10,llegada,EI000,E,I,312,0.0
10,llegada,HJ024,H,J,339,0.0
10,llegada,JG055,J,G,351,0.0
10,llegada,JE022,J,E,359,0.0
10,salida,DI023,D,I,378,
10,llegada,DI011,D,I,390,0.0
10,salida,CD040,C,D,417,
10,salida,CJ021,C,J,418,
10,llegada,CJ021,C,J,433,0.0
10,salida,JI019,J,I,437,
10,cola_espera,JI019,,I,452,
10,cola_espera,DI023,,I,463,
10,llegada,CD040,C,D,487,0.0
10,salida,IA015,I,A,489,
10,llegada,JI019,J,I,489,37.0
10,salida,IE059,I,E,494,
10,llegada,DI023,D,I,494,31.0
10,salida,FG036,F,G,502,
10,salida,GE047,G,E,521,
10,llegada,IA015,I,A,529,0.0
10,salida,AG034,A,G,537,
10,salida,FI002,F,I,546,
10,llegada,GE047,G,E,555,0.0
10,llegada,IE059,I,E,558,0.0
10,salida,CG041,C,G,565,
10,llegada,FG036,F,G,568,0.0
10,salida,CI031,C,I,570,
10,llegada,AG034,A,G,571,0.0
10,cola_espera,FI002,,I,587,
10,cola_espera,CI031,,I,598,
10,salida,GJ012,G,J,602,
10,salida,BC029,B,C,622,
10,salida,HJ016,H,J,626,
10,salida,EI028,E,I,627,
10,llegada,CG041,C,G,627,0.0
10,salida,HF003,H,F,629,
10,llegada,HF003,H,F,637,0.0
10,salida,AE017,A,E,641,
10,salida,HI010,H,I,647,
10,llegada,HJ016,H,J,655,0.0
10,llegada,BC029,B,C,656,0.0
10,salida,GC054,G,C,657,
10,llegada,GJ012,G,J,665,0.0
10,salida,BA045,B,A,682,
10,llegada,AE017,A,E,683,0.0
10,cola_espera,HI010,,I,690,
10,cola_espera,EI028,,I,691,
10,salida,DE032,D,E,695,
10,llegada,BA045,B,A,702,0.0
10,llegada,GC054,G,C,719,0.0
10,cola_espera,DE032,,E,727,
10,salida,CE058,C,E,729,
10,salida,IJ050,I,J,746,
10,llegada,FI002,F,I,746,159.0
10,llegada,IJ050,I,J,761,0.0
10,cola_espera,CE058,,E,772,
10,salida,AB056,A,B,787,
10,llegada,AB056,A,B,807,0.0
10,salida,HI001,H,I,810,
10,salida,HE048,H,E,817,
10,salida,BC014,B,C,841,
10,salida,CB039,C,B,842,
10,cola_espera,HE048,,E,851,
10,cola_espera,HI001,,I,853,
10,salida,EG038,E,G,873,
10,llegada,DE032,D,E,873,146.0
10,llegada,BC014,B,C,875,0.0
10,llegada,CB039,C,B,876,0.0
10,llegada,EG038,E,G,907,0.0
10,salida,GE051,G,E,983,
10,salida,EH025,E,H,989,
10,llegada,CE058,C,E,989,217.0
10,salida,FD004,F,D,1003,
10,cola_espera,GE051,,E,1017,
10,llegada,EH025,E,H,1023,0.0
10,salida,CG037,C,G,1065,
10,llegada,FD004,F,D,1073,0.0
10,salida,CJ007,C,J,1102,
10,salida,IA053,I,A,1114,
10,llegada,CI031,C,I,1114,516.0
10,llegada,CJ007,C,J,1117,0.0
10,llegada,CG037,C,G,1127,0.0
10,llegada,IA053,I,A,1154,0.0
10,salida,FG018,F,G,1175,
10,salida,EJ044,E,J,1179,
10,llegada,HE048,H,E,1179,328.0
10,salida,IE009,I,E,1182,
10,llegada,HI010,H,I,1182,492.0
10,salida,GB020,G,B,1206,
10,cola_espera,EJ044,,J,1230,
10,salida,DC026,D,C,1234,
10,llegada,GB020,G,B,1235,0.0
10,llegada,FG018,F,G,1241,0.0
10,salida,GB052,G,B,1242,
10,salida,CG033,C,G,1243,
10,cola_espera,IE009,,E,1246,
10,salida,BF046,B,F,1252,
10,llegada,GB052,G,B,1271,0.0
10,salida,HG057,H,G,1282,
10,llegada,BF046,B,F,1290,0.0
10,llegada,DC026,D,C,1304,0.0
10,llegada,CG033,C,G,1305,0.0
10,salida,DB035,D,B,1331,
10,salida,FB006,F,B,1339,
10,llegada,HG057,H,G,1342,0.0
10,salida,JD027,J,D,1363,
10,llegada,EJ044,E,J,1363,133.0
10,llegada,DB035,D,B,1370,0.0
10,cola_espera,FB006,,B,1377,
10,llegada,JD027,J,D,1437,0.0
11,salida,GC024,G,C,34,
11,salida,CF038,C,F,50,
11,llegada,CF038,C,F,64,0.0
11,llegada,GC024,G,C,96,0.0
11,salida,FD031,F,D,101,
11,salida,HJ009,H,J,102,
11,llegada,HJ009,H,J,131,0.0
11,salida,EI018,E,I,140,
11,salida,JD027,J,D,161,
11,llegada,FD031,F,D,171,0.0
11,salida,BG020,B,G,179,
11,salida,DC028,D,C,187,
11,llegada,EI018,E,I,204,0.0
11,salida,GA051,G,A,208,
11,llegada,BG020,B,G,208,0.0
11,llegada,JD027,J,D,235,0.0
11,llegada,GA051,G,A,242,0.0
11,salida,AC010,A,C,250,
11,salida,GI042,G,I,253,
11,llegada,DC028,D,C,257,0.0
11,salida,AG003,A,G,266,
11,salida,IF006,I,F,279,
11,llegada,AC010,A,C,290,0.0
11,salida,EA058,E,A,292,
11,llegada,AG003,A,G,300,0.0
11,llegada,IF006,I,F,320,0.0
11,salida,FH002,F,H,322,
11,salida,IJ000,I,J,323,
11,llegada,GI042,G,I,325,0.0
11,salida,JG054,J,G,330,
11,llegada,FH002,F,H,330,0.0
11,llegada,EA058,E,A,334,0.0
11,salida,HJ017,H,J,337,
11,llegada,IJ000,I,J,338,0.0
11,llegada,HJ017,H,J,366,0.0
11,llegada,JG054,J,G,393,0.0
11,salida,HC030,H,C,418,
11,cola_espera,HC030,,C,433,
11,salida,FI047,F,I,474,
11,salida,IG016,I,G,497,
11,llegada,FI047,F,I,515,0.0
11,salida,HF055,H,F,532,
11,llegada,HF055,H,F,540,0.0
11,salida,EG032,E,G,541,
11,salida,IG015,I,G,551,
11,llegada,IG016,I,G,569,0.0
11,llegada,EG032,E,G,575,0.0
11,salida,DI004,D,I,578,
11,salida,IF019,I,F,587,
11,salida,IB037,I,B,606,
11,salida,EF033,E,F,613,
11,llegada,IG015,I,G,623,0.0
11,llegada,IF019,I,F,628,0.0
11,salida,GB040,G,B,648,
11,llegada,EF033,E,F,653,0.0
11,llegada,IB037,I,B,653,0.0
11,salida,HF029,H,F,661,
11,llegada,DI004,D,I,663,0.0
11,llegada,HF029,H,F,669,0.0
11,llegada,GB040,G,B,677,0.0
11,salida,GA034,G,A,695,
11,salida,AC001,A,C,702,
11,salida,IE041,I,E,703,
11,salida,JI025,J,I,715,
11,salida,BG057,B,G,725,
11,salida,EB046,E,B,729,
11,llegada,GA034,G,A,729,0.0
11,llegada,JI025,J,I,730,0.0
11,cola_espera,AC001,,C,742,
11,llegada,EB046,E,B,752,0.0
11,llegada,BG057,B,G,754,0.0
11,salida,IF045,I,F,766,
11,llegada,IE041,I,E,767,0.0
11,salida,CJ013,C,J,777,
11,llegada,HC030,H,C,777,344.0
11,salida,ID005,I,D,783,
11,llegada,CJ013,C,J,792,0.0
11,salida,BC023,B,C,805,
11,llegada,IF045,I,F,807,0.0
11,cola_espera,BC023,,C,839,
11,salida,IB048,I,B,841,
11,salida,GF026,G,F,854,
11,salida,HI007,H,I,857,
11,llegada,ID005,I,D,868,0.0
11,salida,CB059,C,B,881,
11,llegada,AC001,A,C,881,139.0
11,salida,AJ036,A,J,885,
11,llegada,IB048,I,B,888,0.0
11,llegada,HI007,H,I,900,0.0
11,llegada,CB059,C,B,915,0.0
11,llegada,AJ036,A,J,920,0.0
11,cola_espera,GF026,,F,920,
11,salida,JF049,J,F,977,
11,salida,BC011,B,C,985,
11,salida,EG039,E,G,988,
11,cola_espera,JF049,,F,1004,
11,salida,DC035,D,C,1012,
11,cola_espera,BC011,,C,1019,
11,llegada,EG039,E,G,1022,0.0
11,salida,DB052,D,B,1034,
11,llegada,DB052,D,B,1073,0.0
11,salida,AE056,A,E,1081,
11,cola_espera,DC035,,C,1082,
11,salida,JH022,J,H,1084,
11,salida,FI012,F,I,1085,
11,llegada,GF026,G,F,1085,165.0
11,llegada,JH022,J,H,1113,0.0
11,salida,EB021,E,B,1118,
11,llegada,AE056,A,E,1123,0.0
11,llegada,FI012,F,I,1126,0.0
11,cola_espera,EB021,,B,1141,
11,salida,DI043,D,I,1145,
11,llegada,DI043,D,I,1230,0.0
11,salida,HF050,H,F,1275,
11,cola_espera,HF050,,F,1283,
11,salida,IE008,I,E,1287,
11,salida,HC044,H,C,1317,
11,cola_espera,HC044,,C,1332,
11,llegada,IE008,I,E,1351,0.0
11,salida,EI014,E,I,1361,
11,salida,FI053,F,I,1382,
11,llegada,JF049,J,F,1382,378.0
11,llegada,FI053,F,I,1423,0.0
11,llegada,EI014,E,I,1425,0.0
12,salida,DH037,D,H,8,
12,salida,FG004,F,G,52,
12,salida,CE020,C,E,54,
12,llegada,DH037,D,H,72,0.0
12,salida,CE001,C,E,82,
12,salida,BJ010,B,J,90,
12,llegada,CE020,C,E,97,0.0
12,salida,CH057,C,H,107,
12,llegada,FG004,F,G,118,0.0
12,salida,FG021,F,G,119,
12,llegada,CH057,C,H,122,0.0
12,llegada,CE001,C,E,125,0.0
12,llegada,BJ010,B,J,126,0.0
12,salida,IC014,I,C,179,
12,llegada,FG021,F,G,185,0.0
12,salida,AE012,A,E,189,
12,llegada,IC014,I,C,207,0.0
12,salida,FH053,F,H,218,
12,llegada,FH053,F,H,226,0.0
12,llegada,AE012,A,E,231,0.0
12,salida,GB055,G,B,241,
12,salida,FI026,F,I,262,
12,llegada,GB055,G,B,270,0.0
12,salida,IH041,I,H,271,
12,salida,CE028,C,E,277,
12,llegada,FI026,F,I,303,0.0
12,llegada,IH041,I,H,314,0.0
12,cola_espera,CE028,,E,320,
12,salida,EI032,E,I,339,
12,llegada,CE028,C,E,339,19.0
12,salida,EC051,E,C,377,
12,salida,CH022,C,H,381,
12,llegada,CH022,C,H,396,0.0
12,llegada,EI032,E,I,403,0.0
12,llegada,EC051,E,C,420,0.0
12,salida,BJ050,B,J,424,
12,salida,JE040,J,E,426,
12,salida,DA033,D,A,434,
12,llegada,BJ050,B,J,460,0.0
12,llegada,JE040,J,E,477,0.0
12,llegada,DA033,D,A,484,0.0
12,salida,AG013,A,G,508,
12,salida,HA008,H,A,517,
12,salida,FG019,F,G,525,
12,llegada,AG013,A,G,542,0.0
12,salida,BI011,B,I,560,
12,llegada,HA008,H,A,563,0.0
12,llegada,FG019,F,G,591,0.0
12,llegada,BI011,B,I,607,0.0
12,salida,GA023,G,A,666,
12,salida,HD043,H,D,676,
12,llegada,GA023,G,A,700,0.0
12,salida,HF006,H,F,730,
12,salida,HJ031,H,J,738,
12,llegada,HF006,H,F,738,0.0
12,llegada,HD043,H,D,740,0.0
12,salida,IJ030,I,J,743,
12,llegada,IJ030,I,J,758,0.0
12,llegada,HJ031,H,J,767,0.0
12,salida,BI034,B,I,788,
12,salida,ID007,I,D,810,
12,salida,JA018,J,A,818,
12,salida,CD048,C,D,823,
12,salida,JF027,J,F,828,
12,llegada,BI034,B,I,835,0.0
12,salida,EI059,E,I,853,
12,llegada,JA018,J,A,853,0.0
12,llegada,JF027,J,F,855,0.0
12,salida,AD005,A,D,875,
12,llegada,CD048,C,D,893,0.0
12,cola_espera,ID007,,D,895,
12,salida,CG047,C,G,899,
12,salida,AB035,A,B,909,
12,llegada,EI059,E,I,917,0.0
12,cola_espera,AD005,,D,925,
12,salida,IJ044,I,J,929,
12,llegada,AB035,A,B,929,0.0
12,salida,DC002,D,C,936,
12,llegada,ID007,I,D,936,41.0
12,llegada,IJ044,I,J,944,0.0
12,llegada,CG047,C,G,961,0.0
12,llegada,DC002,D,C,1006,0.0
12,salida,GC016,G,C,1025,
12,salida,FA056,F,A,1041,
12,salida,CA000,C,A,1079,
12,llegada,GC016,G,C,1087,0.0
12,llegada,FA056,F,A,1090,0.0
12,llegada,CA000,C,A,1119,0.0
12,salida,CE009,C,E,1127,
12,salida,BG036,B,G,1141,
12,salida,HC049,H,C,1154,
12,salida,DB046,D,B,1161,
12,llegada,AD005,A,D,1161,236.0
12,salida,JG038,J,G,1162,
12,salida,FC025,F,C,1163,
12,llegada,HC049,H,C,1169,0.0
12,llegada,BG036,B,G,1170,0.0
12,llegada,CE009,C,E,1170,0.0
12,salida,JB052,J,B,1177,
12,llegada,FC025,F,C,1177,0.0
12,llegada,DB046,D,B,1200,0.0
12,salida,AE015,A,E,1204,
12,llegada,JB052,J,B,1213,0.0
12,salida,DH003,D,H,1220,
12,salida,DB029,D,B,1220,
12,llegada,JG038,J,G,1225,0.0
12,cola_espera,AE015,,E,1246,
12,llegada,DB029,D,B,1259,0.0
12,salida,HA045,H,A,1264,
12,llegada,DH003,D,H,1284,0.0
12,salida,BA054,B,A,1291,
12,llegada,HA045,H,A,1310,0.0
12,cola_espera,BA054,,A,1311,
12,salida,IB058,I,B,1315,
12,salida,GH017,G,H,1345,
12,salida,GH039,G,H,1354,
12,salida,GB024,G,B,1362,
12,llegada,IB058,I,B,1362,0.0
12,salida,JE042,J,E,1381,
12,cola_espera,GB024,,B,1391,
12,llegada,GH017,G,H,1405,0.0
12,llegada,GH039,G,H,1414,0.0
12,cola_espera,JE042,,E,1432,
13,salida,FA034,F,A,48,
13,salida,HI051,H,I,79,
13,llegada,FA034,F,A,97,0.0
13,llegada,HI051,H,I,122,0.0
13,salida,DF043,D,F,133,
13,salida,FI014,F,I,146,
13,salida,JG056,J,G,159,
13,salida,BI049,B,I,182,
13,llegada,FI014,F,I,187,0.0
13,salida,DE024,D,E,190,
13,salida,HE016,H,E,200,
13,llegada,DF043,D,F,203,0.0
13,salida,GA047,G,A,210,
13,llegada,DE024,D,E,222,0.0
13,llegada,JG056,J,G,222,0.0
13,llegada,BI049,B,I,229,0.0
13,salida,EF008,E,F,231,
13,llegada,HE016,H,E,234,0.0
13,llegada,GA047,G,A,244,0.0
13,llegada,EF008,E,F,271,0.0
13,salida,JE039,J,E,284,
13,salida,CD041,C,D,285,
13,salida,BH054,B,H,305,
13,salida,AH053,A,H,312,
13,llegada,JE039,J,E,335,0.0
13,llegada,BH054,B,H,338,0.0
13,salida,FD058,F,D,346,
13,llegada,CD041,C,D,355,0.0
13,llegada,AH053,A,H,358,0.0
13,salida,AI033,A,I,361,
13,salida,AE048,A,E,372,
13,llegada,AI033,A,I,401,0.0
13,llegada,AE048,A,E,414,0.0
13,llegada,FD058,F,D,416,0.0
13,salida,HB044,H,B,432,
13,salida,FJ045,F,J,437,
13,salida,CJ017,C,J,447,
13,llegada,CJ017,C,J,462,0.0
13,salida,GA002,G,A,463,
13,llegada,FJ045,F,J,464,0.0
13,llegada,HB044,H,B,465,0.0
13,salida,FI010,F,I,472,
13,llegada,GA002,G,A,497,0.0
13,cola_espera,FI010,,I,513,
