N_simulacion,tipo,id_vuelo,origen,destino,minuto,retraso
13,salida,AD055,A,D,520,
13,salida,EC004,E,C,540,
13,salida,EG032,E,G,540,
13,salida,HF040,H,F,561,
13,llegada,HF040,H,F,569,0.0
13,cola_espera,AD055,,D,570,
13,salida,AI009,A,I,573,
13,llegada,EG032,E,G,574,0.0
13,llegada,EC004,E,C,583,0.0
13,cola_espera,AI009,,I,613,
13,salida,AE030,A,E,639,
13,salida,EG035,E,G,674,
13,llegada,AE030,A,E,681,0.0
13,salida,BJ000,B,J,695,
13,llegada,EG035,E,G,708,0.0
13,salida,EJ026,E,J,711,
13,llegada,BJ000,B,J,731,0.0
13,salida,FE037,F,E,758,
13,llegada,EJ026,E,J,762,0.0
13,llegada,FE037,F,E,798,0.0
13,salida,AG042,A,G,816,
13,llegada,AG042,A,G,850,0.0
13,salida,FD015,F,D,910,
13,salida,GF038,G,F,911,
13,salida,DH012,D,H,912,
13,llegada,AD055,A,D,912,342.0
13,salida,DI023,D,I,913,
13,llegada,DH012,D,H,976,0.0
13,salida,BJ031,B,J,977,
13,llegada,GF038,G,F,977,0.0
13,llegada,FD015,F,D,980,0.0
13,salida,EC059,E,C,998,
13,cola_espera,DI023,,I,998,
13,llegada,BJ031,B,J,1013,0.0
13,llegada,EC059,E,C,1041,0.0
13,salida,FI057,F,I,1042,
13,salida,GI046,G,I,1063,
13,salida,BC021,B,C,1071,
13,cola_espera,FI057,,I,1083,
13,llegada,BC021,B,C,1105,0.0
13,salida,CH052,C,H,1115,
13,llegada,CH052,C,H,1130,0.0
13,cola_espera,GI046,,I,1135,
13,salida,GE050,G,E,1144,
13,llegada,GE050,G,E,1178,0.0
13,salida,FE013,F,E,1207,
13,salida,FB027,F,B,1219,
13,salida,CB020,C,B,1226,
13,llegada,FE013,F,E,1247,0.0
13,salida,IH001,I,H,1250,
13,llegada,FI010,F,I,1250,737.0
13,salida,JD019,J,D,1254,
13,llegada,FB027,F,B,1257,0.0
13,salida,CG011,C,G,1259,
13,salida,BG036,B,G,1260,
13,llegada,CB020,C,B,1260,0.0
13,salida,JC007,J,C,1271,
13,salida,CB005,C,B,1280,
13,salida,HB006,H,B,1280,
13,llegada,JC007,J,C,1286,0.0
13,llegada,BG036,B,G,1289,0.0
13,llegada,IH001,I,H,1293,0.0
13,llegada,HB006,H,B,1313,0.0
13,llegada,CB005,C,B,1314,0.0
13,llegada,CG011,C,G,1321,0.0
13,cola_espera,JD019,,D,1328,
13,salida,BF025,B,F,1333,
13,salida,DG018,D,G,1342,
13,llegada,JD019,J,D,1342,14.0
13,llegada,DG018,D,G,1362,0.0
13,llegada,BF025,B,F,1371,0.0
13,salida,EG003,E,G,1376,
13,salida,JC022,J,C,1380,
13,salida,DA028,D,A,1384,
13,llegada,JC022,J,C,1395,0.0
13,llegada,EG003,E,G,1410,0.0
13,salida,HC029,H,C,1420,
13,llegada,DA028,D,A,1434,0.0
13,llegada,HC029,H,C,1435,0.0
14,salida,HA052,H,A,6,
14,llegada,HA052,H,A,52,0.0
14,salida,DF020,D,F,101,
14,salida,AC049,A,C,126,
14,salida,DA039,D,A,137,
14,salida,EJ015,E,J,156,
14,salida,JE023,J,E,164,
14,llegada,AC049,A,C,166,0.0
14,salida,AE017,A,E,168,
14,llegada,DF020,D,F,171,0.0
14,salida,FC053,F,C,178,
14,salida,AB028,A,B,187,
14,llegada,DA039,D,A,187,0.0
14,llegada,FC053,F,C,192,0.0
14,llegada,AB028,A,B,207,0.0
14,llegada,EJ015,E,J,207,0.0
14,llegada,AE017,A,E,210,0.0
14,llegada,JE023,J,E,215,0.0
14,salida,AC013,A,C,234,
14,salida,FG009,F,G,263,
14,llegada,AC013,A,C,274,0.0
14,llegada,FG009,F,G,329,0.0
14,salida,BH048,B,H,330,
14,salida,EI022,E,I,350,
14,llegada,BH048,B,H,363,0.0
14,salida,GE042,G,E,371,
14,salida,BH014,B,H,390,
14,llegada,GE042,G,E,405,0.0
14,llegada,EI022,E,I,414,0.0
14,llegada,BH014,B,H,423,0.0
14,salida,FH041,F,H,523,
14,llegada,FH041,F,H,531,0.0
14,salida,HE032,H,E,539,
14,salida,FH006,F,H,558,
14,llegada,FH006,F,H,566,0.0
14,llegada,HE032,H,E,573,0.0
14,salida,AE033,A,E,587,
14,salida,EC035,E,C,608,
14,llegada,AE033,A,E,629,0.0
14,cola_espera,EC035,,C,651,
14,salida,JB003,J,B,664,
14,llegada,JB003,J,B,700,0.0
14,salida,AD025,A,D,714,
14,salida,EF030,E,F,716,
14,salida,EH011,E,H,730,
14,llegada,EF030,E,F,756,0.0
14,llegada,EH011,E,H,764,0.0
14,llegada,AD025,A,D,764,0.0
14,salida,DF001,D,F,811,
14,salida,AC034,A,C,827,
14,salida,JI038,J,I,859,
14,cola_espera,AC034,,C,867,
14,salida,FD018,F,D,871,
14,llegada,JI038,J,I,874,0.0
14,llegada,DF001,D,F,881,0.0
14,salida,DG056,D,G,905,
14,llegada,DG056,D,G,925,0.0
14,llegada,FD018,F,D,941,0.0
14,salida,IB057,I,B,970,
14,salida,CB005,C,B,990,
14,llegada,EC035,E,C,990,339.0
14,salida,BD058,B,D,1002,
14,salida,JE037,J,E,1013,
14,llegada,IB057,I,B,1017,0.0
14,llegada,CB005,C,B,1024,0.0
14,salida,IF008,I,F,1031,
14,salida,DC036,D,C,1040,
14,llegada,BD058,B,D,1041,0.0
14,llegada,JE037,J,E,1064,0.0
14,salida,JI000,J,I,1070,
14,salida,BD055,B,D,1071,
14,llegada,IF008,I,F,1072,0.0
14,salida,IJ016,I,J,1077,
14,llegada,JI000,J,I,1085,0.0
14,llegada,IJ016,I,J,1092,0.0
14,salida,EJ031,E,J,1098,
14,salida,DC050,D,C,1099,
14,salida,EJ004,E,J,1103,
14,salida,JF012,J,F,1106,
14,llegada,BD055,B,D,1110,0.0
14,cola_espera,DC036,,C,1110,
14,salida,BJ040,B,J,1119,
14,llegada,JF012,J,F,1133,0.0
14,salida,JE051,J,E,1135,
14,llegada,EJ031,E,J,1149,0.0
14,llegada,EJ004,E,J,1154,0.0
14,llegada,BJ040,B,J,1155,0.0
14,salida,DF044,D,F,1169,
14,cola_espera,DC050,,C,1169,
14,salida,AI043,A,I,1177,
14,llegada,JE051,J,E,1186,0.0
14,salida,EB046,E,B,1211,
14,llegada,AI043,A,I,1217,0.0
14,salida,DJ029,D,J,1219,
14,llegada,EB046,E,B,1234,0.0
14,llegada,DF044,D,F,1239,0.0
14,salida,IJ054,I,J,1246,
14,salida,CA021,C,A,1247,
14,llegada,AC034,A,C,1247,380.0
14,salida,GC026,G,C,1261,
14,llegada,IJ054,I,J,1261,0.0
14,salida,FG045,F,G,1276,
14,salida,GH007,G,H,1285,
14,llegada,CA021,C,A,1287,0.0
14,llegada,DJ029,D,J,1293,0.0
14,salida,DE024,D,E,1294,
14,salida,HF010,H,F,1306,
14,llegada,HF010,H,F,1314,0.0
14,cola_espera,GC026,,C,1323,
14,llegada,DE024,D,E,1326,0.0
14,llegada,FG045,F,G,1342,0.0
14,llegada,GH007,G,H,1345,0.0
14,salida,AD019,A,D,1347,
14,salida,FH059,F,H,1363,
14,salida,GC027,G,C,1370,
14,llegada,FH059,F,H,1371,0.0
14,salida,CE047,C,E,1389,
14,llegada,DC036,D,C,1389,279.0
14,llegada,AD019,A,D,1397,0.0
14,salida,FJ002,F,J,1407,
14,llegada,CE047,C,E,1432,0.0
14,cola_espera,GC027,,C,1432,
14,cola_espera,FJ002,,J,1434,
15,salida,FB012,F,B,4,
15,salida,FB031,F,B,11,
15,llegada,FB012,F,B,42,0.0
15,llegada,FB031,F,B,49,0.0
15,salida,AB042,A,B,78,
15,salida,GH048,G,H,98,
15,llegada,AB042,A,B,98,0.0
15,salida,GE023,G,E,149,
15,llegada,GH048,G,H,158,0.0
15,llegada,GE023,G,E,183,0.0
15,salida,IG027,I,G,196,
15,salida,AD043,A,D,233,
15,salida,GB045,G,B,264,
15,llegada,IG027,I,G,268,0.0
15,llegada,AD043,A,D,283,0.0
15,cola_espera,GB045,,B,293,
15,salida,FD028,F,D,303,
15,salida,DI052,D,I,308,
15,salida,AC003,A,C,323,
15,salida,ID000,I,D,324,
15,salida,CJ053,C,J,334,
15,llegada,CJ053,C,J,349,0.0
15,llegada,AC003,A,C,363,0.0
15,salida,FA019,F,A,369,
15,llegada,FD028,F,D,373,0.0
15,salida,FJ030,F,J,378,
15,salida,FC014,F,C,392,
15,llegada,DI052,D,I,393,0.0
15,llegada,FJ030,F,J,405,0.0
15,llegada,FC014,F,C,406,0.0
15,llegada,ID000,I,D,409,0.0
15,llegada,FA019,F,A,418,0.0
15,salida,AF009,A,F,429,
15,salida,HJ011,H,J,430,
15,salida,AD055,A,D,432,
15,llegada,HJ011,H,J,459,0.0
15,salida,FB050,F,B,469,
15,llegada,AF009,A,F,478,0.0
15,salida,JD039,J,D,480,
15,cola_espera,AD055,,D,482,
15,cola_espera,FB050,,B,507,
15,salida,BC056,B,C,513,
15,llegada,GB045,G,B,513,220.0
15,salida,EH002,E,H,525,
15,llegada,BC056,B,C,547,0.0
15,cola_espera,JD039,,D,554,
15,llegada,EH002,E,H,559,0.0
15,salida,FH006,F,H,571,
15,llegada,FH006,F,H,579,0.0
15,salida,EH058,E,H,583,
15,salida,HC054,H,C,600,
15,cola_espera,HC054,,C,615,
15,llegada,EH058,E,H,617,0.0
15,salida,DB013,D,B,633,
15,llegada,AD055,A,D,633,151.0
15,salida,ID007,I,D,645,
15,salida,CJ022,C,J,658,
15,llegada,HC054,H,C,658,43.0
15,salida,DI016,D,I,664,
15,llegada,JD039,J,D,664,110.0
15,salida,HG010,H,G,668,
15,salida,JB033,J,B,672,
15,cola_espera,DB013,,B,672,
15,llegada,CJ022,C,J,673,0.0
15,salida,GH021,G,H,691,
15,cola_espera,JB033,,B,708,
15,llegada,HG010,H,G,728,0.0
15,cola_espera,ID007,,D,730,
15,llegada,DI016,D,I,749,0.0
15,llegada,GH021,G,H,751,0.0
15,salida,JE017,J,E,769,
15,salida,JB026,J,B,775,
15,cola_espera,JB026,,B,811,
15,llegada,JE017,J,E,820,0.0
15,salida,IG059,I,G,827,
15,salida,BD032,B,D,839,
15,llegada,FB050,F,B,839,332.0
15,salida,CG001,C,G,858,
15,cola_espera,BD032,,D,878,
15,salida,AB035,A,B,890,
15,llegada,IG059,I,G,899,0.0
15,salida,EG018,E,G,908,
15,cola_espera,AB035,,B,910,
15,llegada,CG001,C,G,920,0.0
15,llegada,EG018,E,G,942,0.0
15,salida,CB008,C,B,970,
15,cola_espera,CB008,,B,1004,
15,salida,HF047,H,F,1005,
15,salida,CG025,C,G,1010,
15,llegada,HF047,H,F,1013,0.0
15,salida,HC038,H,C,1021,
15,llegada,HC038,H,C,1036,0.0
15,salida,HJ029,H,J,1038,
15,salida,BD034,B,D,1060,
15,llegada,DB013,D,B,1060,388.0
15,llegada,HJ029,H,J,1067,0.0
15,llegada,CG025,C,G,1072,0.0
15,salida,DE020,D,E,1093,
15,llegada,ID007,I,D,1093,363.0
15,cola_espera,BD034,,D,1099,
15,llegada,DE020,D,E,1125,0.0
15,salida,IB046,I,B,1134,
15,salida,EJ004,E,J,1146,
15,cola_espera,IB046,,B,1181,
15,llegada,EJ004,E,J,1197,0.0
15,salida,CI005,C,I,1237,
15,salida,JE051,J,E,1238,
15,salida,JC049,J,C,1245,
15,salida,DF057,D,F,1256,
15,llegada,BD032,B,D,1256,378.0
15,llegada,JC049,J,C,1260,0.0
15,salida,JB024,J,B,1261,
15,llegada,CI005,C,I,1265,0.0
15,salida,JC036,J,C,1269,
15,llegada,JC036,J,C,1284,0.0
15,llegada,JE051,J,E,1289,0.0
15,cola_espera,JB024,,B,1297,
15,salida,EA015,E,A,1319,
15,llegada,DF057,D,F,1326,0.0
15,salida,CJ044,C,J,1328,
15,llegada,CJ044,C,J,1343,0.0
15,salida,CA040,C,A,1351,
15,salida,ID041,I,D,1354,
15,llegada,EA015,E,A,1361,0.0
15,salida,IH037,I,H,1389,
15,llegada,CA040,C,A,1391,0.0
15,llegada,IH037,I,H,1432,0.0
15,cola_espera,ID041,,D,1439,
16,salida,AE052,A,E,88,
16,llegada,AE052,A,E,130,0.0
16,salida,EA026,E,A,133,
16,llegada,EA026,E,A,175,0.0
16,salida,CF015,C,F,187,
16,salida,JI053,J,I,197,
16,llegada,CF015,C,F,201,0.0
16,salida,CA041,C,A,202,
16,llegada,JI053,J,I,212,0.0
16,llegada,CA041,C,A,242,0.0
16,salida,IG019,I,G,285,
16,salida,HC051,H,C,301,
16,salida,JC040,J,C,304,
16,salida,FA027,F,A,306,
16,salida,CD014,C,D,308,
16,llegada,HC051,H,C,316,0.0
16,llegada,JC040,J,C,319,0.0
16,salida,HA018,H,A,334,
16,salida,EG030,E,G,355,
16,llegada,FA027,F,A,355,0.0
16,llegada,IG019,I,G,357,0.0
16,llegada,CD014,C,D,378,0.0
16,cola_espera,HA018,,A,380,
16,salida,IF038,I,F,387,
16,llegada,EG030,E,G,389,0.0
16,salida,FB012,F,B,398,
16,salida,BE055,B,E,398,
16,salida,EC031,E,C,407,
16,llegada,BE055,B,E,421,0.0
16,llegada,IF038,I,F,428,0.0
16,llegada,FB012,F,B,436,0.0
16,llegada,EC031,E,C,450,0.0
16,salida,JG037,J,G,526,
16,salida,AE023,A,E,532,
16,llegada,HA018,H,A,532,152.0
16,salida,CG008,C,G,536,
16,llegada,AE023,A,E,574,0.0
16,salida,JA034,J,A,575,
16,salida,AB007,A,B,585,
16,salida,JH049,J,H,586,
16,llegada,JG037,J,G,589,0.0
16,llegada,CG008,C,G,598,0.0
16,salida,DH050,D,H,601,
16,llegada,AB007,A,B,605,0.0
16,salida,JD047,J,D,610,
16,llegada,JA034,J,A,610,0.0
16,llegada,JH049,J,H,615,0.0
16,salida,HE048,H,E,650,
16,salida,GE006,G,E,659,
16,salida,CE001,C,E,660,
16,llegada,DH050,D,H,665,0.0
16,salida,DF009,D,F,668,
16,llegada,HE048,H,E,684,0.0
16,llegada,JD047,J,D,684,0.0
16,cola_espera,GE006,,E,693,
16,cola_espera,CE001,,E,703,
16,salida,AH010,A,H,709,
16,salida,GI036,G,I,710,
16,salida,BI017,B,I,733,
16,llegada,DF009,D,F,738,0.0
16,llegada,AH010,A,H,755,0.0
16,salida,IE056,I,E,758,
16,salida,EH035,E,H,762,
16,llegada,GE006,G,E,762,69.0
16,llegada,BI017,B,I,780,0.0
16,llegada,GI036,G,I,782,0.0
16,llegada,EH035,E,H,796,0.0
16,salida,HE024,H,E,804,
16,salida,CG057,C,G,819,
16,cola_espera,IE056,,E,822,
16,cola_espera,HE024,,E,838,
16,salida,GI045,G,I,843,
16,salida,HI039,H,I,881,
16,llegada,CG057,C,G,881,0.0
16,salida,GH054,G,H,913,
16,llegada,GI045,G,I,915,0.0
16,llegada,HI039,H,I,924,0.0
16,salida,GF058,G,F,960,
16,llegada,GH054,G,H,973,0.0
16,salida,AD044,A,D,989,
16,salida,CE022,C,E,1004,
16,salida,EH011,E,H,1019,
16,llegada,CE001,C,E,1019,316.0
16,llegada,GF058,G,F,1026,0.0
16,llegada,AD044,A,D,1039,0.0
16,cola_espera,CE022,,E,1047,
16,llegada,EH011,E,H,1053,0.0
16,salida,JI042,J,I,1057,
16,cola_espera,JI042,,I,1072,
16,salida,JB020,J,B,1082,
16,salida,CA021,C,A,1109,
16,salida,HA003,H,A,1115,
16,llegada,JB020,J,B,1118,0.0
16,salida,DH033,D,H,1145,
16,llegada,CA021,C,A,1149,0.0
16,llegada,HA003,H,A,1161,0.0
16,salida,AH029,A,H,1188,
16,salida,BI046,B,I,1203,
16,salida,AH005,A,H,1209,
16,llegada,DH033,D,H,1209,0.0
16,salida,BD025,B,D,1230,
16,llegada,AH029,A,H,1234,0.0
16,cola_espera,BI046,,I,1250,
16,llegada,AH005,A,H,1255,0.0
16,llegada,BD025,B,D,1269,0.0
16,salida,CB004,C,B,1276,
16,salida,BH059,B,H,1278,
16,salida,CG000,C,G,1280,
16,salida,JE013,J,E,1295,
16,salida,EJ002,E,J,1296,
16,llegada,IE056,I,E,1296,474.0
16,llegada,CB004,C,B,1310,0.0
16,llegada,BH059,B,H,1311,0.0
16,salida,DF043,D,F,1313,
16,salida,CB028,C,B,1340,
16,llegada,CG000,C,G,1342,0.0
16,cola_espera,JE013,,E,1346,
16,llegada,EJ002,E,J,1347,0.0
16,llegada,CB028,C,B,1374,0.0
16,llegada,DF043,D,F,1383,0.0
16,salida,AB016,A,B,1384,
16,salida,IH032,I,H,1395,
16,llegada,JI042,J,I,1395,323.0
16,llegada,AB016,A,B,1404,0.0
16,cola_espera,IH032,,H,1438,
17,salida,JE008,J,E,22,
17,salida,GD033,G,D,35,
17,salida,BD038,B,D,52,
17,llegada,GD033,G,D,55,0.0
17,llegada,JE008,J,E,73,0.0
17,llegada,BD038,B,D,91,0.0
17,salida,FD048,F,D,107,
17,salida,HE006,H,E,114,
17,salida,HJ049,H,J,116,
17,llegada,HJ049,H,J,145,0.0
17,llegada,HE006,H,E,148,0.0
17,salida,CB053,C,B,155,
17,cola_espera,FD048,,D,177,
17,llegada,CB053,C,B,189,0.0
17,salida,DF013,D,F,223,
17,llegada,FD048,F,D,223,46.0
17,salida,IJ034,I,J,241,
17,salida,JC020,J,C,249,
17,llegada,IJ034,I,J,256,0.0
17,llegada,JC020,J,C,264,0.0
17,salida,HF002,H,F,275,
17,salida,FH052,F,H,283,
17,llegada,HF002,H,F,283,0.0
17,llegada,FH052,F,H,291,0.0
17,llegada,DF013,D,F,293,0.0
17,salida,EG040,E,G,301,
17,salida,EA021,E,A,304,
17,llegada,EG040,E,G,335,0.0
17,salida,FD056,F,D,338,
17,salida,HF022,H,F,339,
17,llegada,EA021,E,A,346,0.0
17,llegada,HF022,H,F,347,0.0
17,salida,FA018,F,A,348,
17,salida,GA031,G,A,362,
17,salida,GI025,G,I,363,
17,llegada,GA031,G,A,396,0.0
17,llegada,FA018,F,A,397,0.0
17,salida,FG003,F,G,403,
17,cola_espera,FD056,,D,408,
17,llegada,GI025,G,I,435,0.0
17,salida,JE037,J,E,465,
17,llegada,FG003,F,G,469,0.0
17,salida,GC024,G,C,503,
17,llegada,JE037,J,E,516,0.0
17,salida,JE017,J,E,534,
17,salida,EC054,E,C,551,
17,salida,JB014,J,B,562,
17,llegada,GC024,G,C,565,0.0
17,llegada,JE017,J,E,585,0.0
17,llegada,EC054,E,C,594,0.0
17,llegada,JB014,J,B,598,0.0
17,salida,GF051,G,F,608,
17,salida,HC042,H,C,624,
17,salida,BD045,B,D,624,
17,salida,DI015,D,I,638,
17,llegada,FD056,F,D,638,230.0
17,cola_espera,HC042,,C,639,
17,salida,JA000,J,A,647,
17,cola_espera,BD045,,D,663,
17,salida,CE028,C,E,670,
17,llegada,HC042,H,C,670,31.0
17,llegada,GF051,G,F,674,0.0
17,salida,GD036,G,D,675,
17,salida,DB004,D,B,676,
17,llegada,BD045,B,D,676,13.0
17,cola_espera,JA000,,A,682,
17,salida,GI032,G,I,693,
17,cola_espera,GD036,,D,695,
17,salida,CJ047,C,J,712,
17,llegada,CE028,C,E,713,0.0
17,llegada,DB004,D,B,715,0.0
17,llegada,DI015,D,I,723,0.0
17,salida,GI016,G,I,725,
17,llegada,CJ047,C,J,727,0.0
17,salida,FJ027,F,J,733,
17,llegada,FJ027,F,J,760,0.0
17,llegada,GI032,G,I,765,0.0
17,salida,AF035,A,F,788,
17,salida,CF041,C,F,788,
17,llegada,JA000,J,A,788,106.0
17,llegada,GI016,G,I,797,0.0
17,llegada,CF041,C,F,802,0.0
17,llegada,AF035,A,F,837,0.0
17,salida,FD001,F,D,861,
17,salida,GC007,G,C,904,
17,salida,FH059,F,H,909,
17,llegada,FH059,F,H,917,0.0
17,cola_espera,FD001,,D,931,
17,salida,CF010,C,F,940,
17,llegada,CF010,C,F,954,0.0
17,llegada,GC007,G,C,966,0.0
17,salida,ID011,I,D,986,
17,salida,EC057,E,C,1023,
17,salida,AI012,A,I,1041,
17,salida,DJ029,D,J,1050,
17,llegada,GD036,G,D,1050,355.0
17,llegada,EC057,E,C,1066,0.0
17,cola_espera,ID011,,D,1071,
17,salida,JF009,J,F,1078,
17,llegada,AI012,A,I,1081,0.0
17,salida,FJ005,F,J,1086,
17,llegada,JF009,J,F,1105,0.0
17,llegada,FJ005,F,J,1113,0.0
17,salida,BE046,B,E,1115,
17,llegada,DJ029,D,J,1124,0.0
17,salida,GD039,G,D,1133,
17,llegada,BE046,B,E,1138,0.0
17,cola_espera,GD039,,D,1153,
17,salida,GF023,G,F,1203,
17,salida,EF044,E,F,1214,
17,salida,FD043,F,D,1248,
17,salida,JE050,J,E,1248,
17,llegada,EF044,E,F,1254,0.0
17,llegada,GF023,G,F,1269,0.0
17,salida,HI055,H,I,1278,
17,salida,BJ030,B,J,1289,
17,salida,CD019,C,D,1299,
17,llegada,JE050,J,E,1299,0.0
17,salida,DC058,D,C,1316,
17,llegada,FD001,F,D,1316,385.0
17,cola_espera,FD043,,D,1318,
17,cola_espera,HI055,,I,1321,
17,llegada,BJ030,B,J,1325,0.0
17,salida,FJ026,F,J,1357,
17,cola_espera,CD019,,D,1369,
17,llegada,FJ026,F,J,1384,0.0
17,llegada,DC058,D,C,1386,0.0
18,salida,GB025,G,B,51,
18,llegada,GB025,G,B,80,0.0
18,salida,HA043,H,A,100,
18,salida,EH000,E,H,109,
18,salida,CE054,C,E,140,
18,salida,EI027,E,I,141,
18,llegada,EH000,E,H,143,0.0
18,llegada,HA043,H,A,146,0.0
18,llegada,CE054,C,E,183,0.0
18,salida,JD051,J,D,189,
18,llegada,EI027,E,I,205,0.0
18,salida,FE023,F,E,248,
18,llegada,JD051,J,D,263,0.0
18,salida,CA053,C,A,273,
18,llegada,FE023,F,E,288,0.0
18,llegada,CA053,C,A,313,0.0
18,salida,HA020,H,A,330,
18,salida,DA039,D,A,344,
18,salida,EC038,E,C,350,
18,salida,GA024,G,A,357,
18,llegada,HA020,H,A,376,0.0
18,salida,EJ002,E,J,381,
18,cola_espera,GA024,,A,391,
18,llegada,EC038,E,C,393,0.0
18,cola_espera,DA039,,A,394,
18,salida,AC047,A,C,406,
18,llegada,GA024,G,A,406,15.0
18,llegada,EJ002,E,J,432,0.0
18,llegada,AC047,A,C,446,0.0
18,salida,IC033,I,C,482,
18,salida,BC052,B,C,482,
18,salida,BC014,B,C,484,
18,llegada,IC033,I,C,510,0.0
18,cola_espera,BC052,,C,516,
18,cola_espera,BC014,,C,518,
18,salida,CI015,C,I,605,
18,salida,BE049,B,E,605,
18,llegada,BC052,B,C,605,89.0
18,salida,ED041,E,D,606,
18,salida,HG010,H,G,612,
18,salida,CI058,C,I,628,
18,llegada,BE049,B,E,628,0.0
18,llegada,BC014,B,C,628,110.0
18,llegada,CI015,C,I,633,0.0
18,llegada,ED041,E,D,638,0.0
18,salida,IF004,I,F,644,
18,llegada,CI058,C,I,656,0.0
18,llegada,HG010,H,G,672,0.0
18,salida,CE018,C,E,674,
18,salida,DI005,D,I,675,
18,llegada,IF004,I,F,685,0.0
18,salida,GC059,G,C,691,
18,salida,FI019,F,I,703,
18,llegada,CE018,C,E,717,0.0
18,llegada,FI019,F,I,744,0.0
18,llegada,GC059,G,C,753,0.0
18,llegada,DI005,D,I,760,0.0
18,salida,FH022,F,H,779,
18,salida,GA013,G,A,780,
18,llegada,FH022,F,H,787,0.0
18,cola_espera,GA013,,A,814,
18,salida,JA040,J,A,819,
18,salida,CD044,C,D,839,
18,cola_espera,JA040,,A,854,
18,salida,GJ008,G,J,863,
18,salida,FB001,F,B,896,
18,llegada,CD044,C,D,909,0.0
18,salida,JF057,J,F,914,
18,llegada,GJ008,G,J,926,0.0
18,salida,BJ042,B,J,930,
18,llegada,FB001,F,B,934,0.0
18,salida,HG003,H,G,937,
18,llegada,JF057,J,F,941,0.0
18,llegada,BJ042,B,J,966,0.0
18,salida,HJ031,H,J,993,
18,llegada,HG003,H,G,997,0.0
18,salida,EB037,E,B,1013,
18,salida,EC050,E,C,1016,
18,llegada,HJ031,H,J,1022,0.0
18,llegada,EB037,E,B,1036,0.0
18,salida,DH045,D,H,1056,
18,salida,EA048,E,A,1056,
18,llegada,EC050,E,C,1059,0.0
18,salida,BG035,B,G,1074,
18,cola_espera,EA048,,A,1098,
18,salida,HE056,H,E,1099,
18,salida,ID021,I,D,1100,
18,llegada,BG035,B,G,1103,0.0
18,salida,DE030,D,E,1105,
18,llegada,DH045,D,H,1120,0.0
18,llegada,HE056,H,E,1133,0.0
18,llegada,DE030,D,E,1137,0.0
18,salida,JG016,J,G,1140,
18,salida,HF026,H,F,1150,
18,llegada,HF026,H,F,1158,0.0
18,salida,EC028,E,C,1169,
18,salida,FC009,F,C,1171,
18,salida,JE012,J,E,1184,
18,cola_espera,FC009,,C,1185,
18,llegada,ID021,I,D,1185,0.0
18,llegada,JG016,J,G,1203,0.0
18,cola_espera,EC028,,C,1212,
18,salida,EF017,E,F,1226,
18,salida,CJ034,C,J,1235,
18,llegada,JE012,J,E,1235,0.0
18,llegada,FC009,F,C,1235,50.0
18,llegada,CJ034,C,J,1250,0.0
18,llegada,EF017,E,F,1266,0.0
18,salida,AI046,A,I,1277,
18,llegada,DA039,D,A,1277,883.0
18,salida,GD007,G,D,1301,
18,llegada,AI046,A,I,1317,0.0
18,llegada,GD007,G,D,1321,0.0
18,salida,AC029,A,C,1353,
18,llegada,GA013,G,A,1353,539.0
18,salida,EG006,E,G,1369,
18,salida,BE032,B,E,1383,
18,cola_espera,AC029,,C,1393,
18,salida,JI036,J,I,1402,
18,llegada,EG006,E,G,1403,0.0
18,llegada,BE032,B,E,1406,0.0
18,salida,HC055,H,C,1412,
18,llegada,JI036,J,I,1417,0.0
18,salida,FH011,F,H,1427,
18,cola_espera,HC055,,C,1427,
18,llegada,FH011,F,H,1435,0.0
19,salida,IF013,I,F,0,
19,salida,IA016,I,A,30,
19,llegada,IF013,I,F,41,0.0
19,salida,EG027,E,G,45,
19,salida,CF019,C,F,46,
19,salida,HG044,H,G,52,
19,llegada,CF019,C,F,60,0.0
19,llegada,IA016,I,A,70,0.0
19,salida,HE004,H,E,78,
19,llegada,EG027,E,G,79,0.0
19,salida,FE056,F,E,82,
19,llegada,HE004,H,E,112,0.0
19,llegada,HG044,H,G,112,0.0
19,salida,FC002,F,C,116,
19,llegada,FE056,F,E,122,0.0
19,llegada,FC002,F,C,130,0.0
19,salida,CI045,C,I,154,
19,salida,AJ014,A,J,172,
19,llegada,CI045,C,I,182,0.0
19,llegada,AJ014,A,J,207,0.0
19,salida,BI057,B,I,217,
19,salida,DE006,D,E,235,
19,salida,AH042,A,H,248,
19,salida,FA049,F,A,261,
19,llegada,BI057,B,I,264,0.0
19,llegada,DE006,D,E,267,0.0
19,llegada,AH042,A,H,294,0.0
19,llegada,FA049,F,A,310,0.0
19,salida,CE036,C,E,331,
19,salida,IC046,I,C,343,
19,salida,JG041,J,G,351,
19,salida,GD009,G,D,354,
19,llegada,IC046,I,C,371,0.0
19,llegada,GD009,G,D,374,0.0
19,cola_espera,CE036,,E,374,
19,salida,FD055,F,D,381,
19,llegada,JG041,J,G,414,0.0
19,salida,BD020,B,D,415,
19,llegada,FD055,F,D,451,0.0
19,cola_espera,BD020,,D,454,
19,salida,IE011,I,E,460,
19,salida,AJ040,A,J,475,
19,llegada,AJ040,A,J,510,0.0
19,salida,JC012,J,C,515,
19,cola_espera,IE011,,E,524,
19,llegada,JC012,J,C,530,0.0
19,salida,IB028,I,B,575,
19,salida,FG034,F,G,575,
19,salida,CF050,C,F,581,
19,llegada,CF050,C,F,595,0.0
19,llegada,IB028,I,B,622,0.0
19,salida,HJ059,H,J,629,
