year,Aeropuerto_Origen,Aeropuerto_Destino,Pasajeros,Pasajeros_Km,Pasajeros2,Pasajeros_Km2,Textbox108,Textbox109,Textbox110,Textbox111
2024,MLN : Melilla,LEN : León,,,255.630,"109.504.156,58",28.447,"26.092.762,94",48.838.129,"41.757.331.077,90"
2024,MLN : Melilla,LPA : Gran Canaria,1.470,"2.242.358,39",255.630,"109.504.156,58",3.593.494,"4.263.271.504,96",48.838.129,"41.757.331.077,90"
2024,MLN : Melilla,MAD : Madrid-Barajas,67.344,"45.363.217,68",255.630,"109.504.156,58",8.752.037,"8.386.923.719,85",48.838.129,"41.757.331.077,90"
2024,MLN : Melilla,MAH : Menorca,,,255.630,"109.504.156,58",1.064.255,"513.159.808,34",48.838.129,"41.757.331.077,90"
2024,MLN : Melilla,MCV : Madrid-Cuatro Vientos,16,"10.641,91",255.630,"109.504.156,58",299,"159.606,92",48.838.129,"41.757.331.077,90"
2024,MLN : Melilla,MJV : Murcia,,,255.630,"109.504.156,58",4,"1.769,41",48.838.129,"41.757.331.077,90"
2024,MLN : Melilla,MLN : Melilla,,,255.630,"109.504.156,58",251.013,"108.059.236,43",48.838.129,"41.757.331.077,90"
2024,MLN : Melilla,ODB : Córdoba,4,"1.707,35",255.630,"109.504.156,58",1.530,"1.336.851,23",48.838.129,"41.757.331.077,90"
2024,MLN : Melilla,OVD : Asturias,,,255.630,"109.504.156,58",771.801,"723.097.051,36",48.838.129,"41.757.331.077,90"
2024,MLN : Melilla,PMI : Palma de Mallorca,2.233,"1.752.783,95",255.630,"109.504.156,58",4.501.747,"2.407.324.685,98",48.838.129,"41.757.331.077,90"
2024,MLN : Melilla,PNA : Pamplona,,,255.630,"109.504.156,58",106.688,"74.363.578,32",48.838.129,"41.757.331.077,90"
2024,MLN : Melilla,QSA : Sabadell,,,255.630,"109.504.156,58",33,"20.361,66",48.838.129,"41.757.331.077,90"
2024,MLN : Melilla,REU : Reus,3,"2.511,51",255.630,"109.504.156,58",1.114,"370.946,27",48.838.129,"41.757.331.077,90"
2024,MLN : Melilla,RGS : Burgos,,,255.630,"109.504.156,58",407,"264.585,88",48.838.129,"41.757.331.077,90"
2024,MLN : Melilla,RJL : Logroño,,,255.630,"109.504.156,58",7.525,"2.574.688,38",48.838.129,"41.757.331.077,90"
2024,MLN : Melilla,RMU : Región de Murcia,4,"1.679,17",255.630,"109.504.156,58",57.873,"58.654.257,51",48.838.129,"41.757.331.077,90"
2024,MLN : Melilla,SBO : Son Bonet,,,255.630,"109.504.156,58",13,"4.932,84",48.838.129,"41.757.331.077,90"
2024,MLN : Melilla,SCQ : Santiago,359,"381.485,23",255.630,"109.504.156,58",1.408.668,"1.508.335.028,59",48.838.129,"41.757.331.077,90"
2024,MLN : Melilla,SDR : Santander,,,255.630,"109.504.156,58",277.487,"202.001.963,64",48.838.129,"41.757.331.077,90"
2024,MLN : Melilla,SLM : Salamanca,,,255.630,"109.504.156,58",7.305,"6.238.693,62",48.838.129,"41.757.331.077,90"
2024,MLN : Melilla,SPC : Palma (La),,,255.630,"109.504.156,58",631.188,"360.394.499,76",48.838.129,"41.757.331.077,90"
2024,MLN : Melilla,SVQ : Sevilla,10.120,"4.564.354,44",255.630,"109.504.156,58",2.236.848,"2.033.527.720,98",48.838.129,"41.757.331.077,90"
2024,MLN : Melilla,TFN : Tenerife-Norte,,,255.630,"109.504.156,58",3.369.608,"4.129.033.815,56",48.838.129,"41.757.331.077,90"
2024,MLN : Melilla,TFS : Tenerife-Sur,,,255.630,"109.504.156,58",592.012,"872.619.324,03",48.838.129,"41.757.331.077,90"
2024,MLN : Melilla,TOJ : Madrid-Torrejón,,,255.630,"109.504.156,58",0,"0,00",48.838.129,"41.757.331.077,90"
2024,MLN : Melilla,VDE : Hierro (El),,,255.630,"109.504.156,58",159.509,"44.923.018,31",48.838.129,"41.757.331.077,90"
2024,MLN : Melilla,VGO : Vigo,,,255.630,"109.504.156,58",504.867,"388.028.582,27",48.838.129,"41.757.331.077,90"
2024,MLN : Melilla,VIT : Vitoria,,,255.630,"109.504.156,58",86.403,"62.189.933,34",48.838.129,"41.757.331.077,90"
2024,MLN : Melilla,VLC : Valencia,,,255.630,"109.504.156,58",1.475.979,"979.622.964,43",48.838.129,"41.757.331.077,90"
2024,MLN : Melilla,VLL : Valladolid,,,255.630,"109.504.156,58",82.771,"76.097.042,26",48.838.129,"41.757.331.077,90"
2024,MLN : Melilla,XRY : Jerez de la Frontera,,,255.630,"109.504.156,58",285.115,"239.080.105,95",48.838.129,"41.757.331.077,90"
2024,MLN : Melilla,ZAZ : Zaragoza,,,255.630,"109.504.156,58",129.948,"115.898.364,14",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,ABC : Albacete,,,1.445,"1.261.045,61",48,"23.456,30",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,ACE : Lanzarote,,,1.445,"1.261.045,61",1.413.941,"1.494.048.627,62",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,AEI : Algeciras,,,1.445,"1.261.045,61",16.654,"480.845,61",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,AGP : Málaga,4,"920,22",1.445,"1.261.045,61",2.098.974,"1.754.561.223,82",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,ALC : Alicante,,,1.445,"1.261.045,61",1.291.972,"848.442.720,66",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,BCN : Barcelona-El Prat,4,"3.205,96",1.445,"1.261.045,61",7.142.092,"5.569.423.643,22",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,BIO : Bilbao,,,1.445,"1.261.045,61",1.954.995,"1.669.502.181,28",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,BJZ : Badajoz,,,1.445,"1.261.045,61",43.076,"29.414.941,92",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,EAS : San Sebastián,,,1.445,"1.261.045,61",238.891,"142.487.823,81",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,FUE : Fuerteventura,,,1.445,"1.261.045,61",932.093,"885.942.917,86",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,GMZ : Gomera (La),,,1.445,"1.261.045,61",60.095,"14.115.551,63",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,GRO : Girona,,,1.445,"1.261.045,61",2.270,"1.712.199,21",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,GRX : Granada,,,1.445,"1.261.045,61",537.169,"420.025.112,26",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,HSK : Huesca,,,1.445,"1.261.045,61",118,"70.367,01",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,IBZ : Ibiza,,,1.445,"1.261.045,61",1.903.001,"807.181.009,90",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,JCU : Ceuta,,,1.445,"1.261.045,61",39.118,"2.985.610,92",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,LCG : Coruña (A),,,1.445,"1.261.045,61",556.216,"410.174.935,53",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,LEI : Almería,,,1.445,"1.261.045,61",221.418,"123.066.504,15",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,LEN : León,,,1.445,"1.261.045,61",28.447,"26.092.762,94",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,LPA : Gran Canaria,242,"379.824,14",1.445,"1.261.045,61",3.593.494,"4.263.271.504,96",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,MAD : Madrid-Barajas,94,"38.173,30",1.445,"1.261.045,61",8.752.037,"8.386.923.719,85",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,MAH : Menorca,,,1.445,"1.261.045,61",1.064.255,"513.159.808,34",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,MCV : Madrid-Cuatro Vientos,,,1.445,"1.261.045,61",299,"159.606,92",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,MJV : Murcia,,,1.445,"1.261.045,61",4,"1.769,41",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,MLN : Melilla,,,1.445,"1.261.045,61",251.013,"108.059.236,43",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,ODB : Córdoba,,,1.445,"1.261.045,61",1.530,"1.336.851,23",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,OVD : Asturias,,,1.445,"1.261.045,61",771.801,"723.097.051,36",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,PMI : Palma de Mallorca,1.036,"807.029,63",1.445,"1.261.045,61",4.501.747,"2.407.324.685,98",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,PNA : Pamplona,,,1.445,"1.261.045,61",106.688,"74.363.578,32",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,QSA : Sabadell,,,1.445,"1.261.045,61",33,"20.361,66",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,REU : Reus,,,1.445,"1.261.045,61",1.114,"370.946,27",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,RGS : Burgos,10,"6.068,19",1.445,"1.261.045,61",407,"264.585,88",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,RJL : Logroño,,,1.445,"1.261.045,61",7.525,"2.574.688,38",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,RMU : Región de Murcia,,,1.445,"1.261.045,61",57.873,"58.654.257,51",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,SBO : Son Bonet,,,1.445,"1.261.045,61",13,"4.932,84",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,SCQ : Santiago,,,1.445,"1.261.045,61",1.408.668,"1.508.335.028,59",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,SDR : Santander,,,1.445,"1.261.045,61",277.487,"202.001.963,64",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,SLM : Salamanca,,,1.445,"1.261.045,61",7.305,"6.238.693,62",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,SPC : Palma (La),,,1.445,"1.261.045,61",631.188,"360.394.499,76",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,SVQ : Sevilla,8,"1.586,90",1.445,"1.261.045,61",2.236.848,"2.033.527.720,98",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,TFN : Tenerife-Norte,,,1.445,"1.261.045,61",3.369.608,"4.129.033.815,56",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,TFS : Tenerife-Sur,,,1.445,"1.261.045,61",592.012,"872.619.324,03",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,TOJ : Madrid-Torrejón,,,1.445,"1.261.045,61",0,"0,00",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,VDE : Hierro (El),,,1.445,"1.261.045,61",159.509,"44.923.018,31",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,VGO : Vigo,,,1.445,"1.261.045,61",504.867,"388.028.582,27",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,VIT : Vitoria,,,1.445,"1.261.045,61",86.403,"62.189.933,34",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,VLC : Valencia,47,"24.237,27",1.445,"1.261.045,61",1.475.979,"979.622.964,43",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,VLL : Valladolid,,,1.445,"1.261.045,61",82.771,"76.097.042,26",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,XRY : Jerez de la Frontera,,,1.445,"1.261.045,61",285.115,"239.080.105,95",48.838.129,"41.757.331.077,90"
2024,ODB : Córdoba,ZAZ : Zaragoza,,,1.445,"1.261.045,61",129.948,"115.898.364,14",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,ABC : Albacete,,,776.292,"724.400.266,86",48,"23.456,30",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,ACE : Lanzarote,20.275,"37.441.772,22",776.292,"724.400.266,86",1.413.941,"1.494.048.627,62",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,AEI : Algeciras,,,776.292,"724.400.266,86",16.654,"480.845,61",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,AGP : Málaga,47.622,"40.733.188,11",776.292,"724.400.266,86",2.098.974,"1.754.561.223,82",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,ALC : Alicante,43.523,"37.765.685,78",776.292,"724.400.266,86",1.291.972,"848.442.720,66",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,BCN : Barcelona-El Prat,199.079,"156.569.641,66",776.292,"724.400.266,86",7.142.092,"5.569.423.643,22",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,BIO : Bilbao,,,776.292,"724.400.266,86",1.954.995,"1.669.502.181,28",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,BJZ : Badajoz,,,776.292,"724.400.266,86",43.076,"29.414.941,92",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,EAS : San Sebastián,,,776.292,"724.400.266,86",238.891,"142.487.823,81",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,FUE : Fuerteventura,4.873,"9.269.121,89",776.292,"724.400.266,86",932.093,"885.942.917,86",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,GMZ : Gomera (La),,,776.292,"724.400.266,86",60.095,"14.115.551,63",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,GRO : Girona,25,"20.422,28",776.292,"724.400.266,86",2.270,"1.712.199,21",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,GRX : Granada,15.234,"12.488.249,43",776.292,"724.400.266,86",537.169,"420.025.112,26",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,HSK : Huesca,50,"29.500,00",776.292,"724.400.266,86",118,"70.367,01",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,IBZ : Ibiza,5.588,"4.923.300,18",776.292,"724.400.266,86",1.903.001,"807.181.009,90",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,JCU : Ceuta,,,776.292,"724.400.266,86",39.118,"2.985.610,92",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,LCG : Coruña (A),14,"4.214,16",776.292,"724.400.266,86",556.216,"410.174.935,53",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,LEI : Almería,1.438,"1.269.100,96",776.292,"724.400.266,86",221.418,"123.066.504,15",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,LEN : León,1,"190,62",776.292,"724.400.266,86",28.447,"26.092.762,94",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,LPA : Gran Canaria,46.608,"94.051.759,46",776.292,"724.400.266,86",3.593.494,"4.263.271.504,96",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,MAD : Madrid-Barajas,173.619,"82.303.969,21",776.292,"724.400.266,86",8.752.037,"8.386.923.719,85",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,MAH : Menorca,10.323,"10.533.993,69",776.292,"724.400.266,86",1.064.255,"513.159.808,34",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,MCV : Madrid-Cuatro Vientos,10,"4.750,63",776.292,"724.400.266,86",299,"159.606,92",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,MJV : Murcia,,,776.292,"724.400.266,86",4,"1.769,41",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,MLN : Melilla,,,776.292,"724.400.266,86",251.013,"108.059.236,43",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,ODB : Córdoba,,,776.292,"724.400.266,86",1.530,"1.336.851,23",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,OVD : Asturias,,,776.292,"724.400.266,86",771.801,"723.097.051,36",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,PMI : Palma de Mallorca,59.634,"55.327.331,93",776.292,"724.400.266,86",4.501.747,"2.407.324.685,98",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,PNA : Pamplona,1,"442,97",776.292,"724.400.266,86",106.688,"74.363.578,32",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,QSA : Sabadell,,,776.292,"724.400.266,86",33,"20.361,66",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,REU : Reus,,,776.292,"724.400.266,86",1.114,"370.946,27",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,RGS : Burgos,,,776.292,"724.400.266,86",407,"264.585,88",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,RJL : Logroño,,,776.292,"724.400.266,86",7.525,"2.574.688,38",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,RMU : Región de Murcia,4.996,"4.283.395,74",776.292,"724.400.266,86",57.873,"58.654.257,51",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,SBO : Son Bonet,,,776.292,"724.400.266,86",13,"4.932,84",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,SCQ : Santiago,17,"5.528,25",776.292,"724.400.266,86",1.408.668,"1.508.335.028,59",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,SDR : Santander,,,776.292,"724.400.266,86",277.487,"202.001.963,64",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,SLM : Salamanca,,,776.292,"724.400.266,86",7.305,"6.238.693,62",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,SPC : Palma (La),,,776.292,"724.400.266,86",631.188,"360.394.499,76",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,SVQ : Sevilla,51.545,"39.265.676,65",776.292,"724.400.266,86",2.236.848,"2.033.527.720,98",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,TFN : Tenerife-Norte,48.227,"96.501.104,79",776.292,"724.400.266,86",3.369.608,"4.129.033.815,56",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,TFS : Tenerife-Sur,7.665,"15.756.531,26",776.292,"724.400.266,86",592.012,"872.619.324,03",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,TOJ : Madrid-Torrejón,,,776.292,"724.400.266,86",0,"0,00",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,VDE : Hierro (El),,,776.292,"724.400.266,86",159.509,"44.923.018,31",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,VGO : Vigo,,,776.292,"724.400.266,86",504.867,"388.028.582,27",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,VIT : Vitoria,,,776.292,"724.400.266,86",86.403,"62.189.933,34",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,VLC : Valencia,35.860,"25.814.490,43",776.292,"724.400.266,86",1.475.979,"979.622.964,43",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,VLL : Valladolid,,,776.292,"724.400.266,86",82.771,"76.097.042,26",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,XRY : Jerez de la Frontera,7,"5.865,40",776.292,"724.400.266,86",285.115,"239.080.105,95",48.838.129,"41.757.331.077,90"
2024,OVD : Asturias,ZAZ : Zaragoza,58,"31.039,16",776.292,"724.400.266,86",129.948,"115.898.364,14",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,ABC : Albacete,4,"1.984,58",4.539.771,"2.425.106.781,06",48,"23.456,30",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,ACE : Lanzarote,2,"3.994,24",4.539.771,"2.425.106.781,06",1.413.941,"1.494.048.627,62",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,AEI : Algeciras,,,4.539.771,"2.425.106.781,06",16.654,"480.845,61",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,AGP : Málaga,190.092,"152.766.310,69",4.539.771,"2.425.106.781,06",2.098.974,"1.754.561.223,82",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,ALC : Alicante,249.506,"81.702.123,45",4.539.771,"2.425.106.781,06",1.291.972,"848.442.720,66",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,BCN : Barcelona-El Prat,1.166.307,"346.499.754,92",4.539.771,"2.425.106.781,06",7.142.092,"5.569.423.643,22",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,BIO : Bilbao,157.318,"113.811.425,17",4.539.771,"2.425.106.781,06",1.954.995,"1.669.502.181,28",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,BJZ : Badajoz,2.697,"2.481.653,70",4.539.771,"2.425.106.781,06",43.076,"29.414.941,92",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,EAS : San Sebastián,5.134,"3.394.965,88",4.539.771,"2.425.106.781,06",238.891,"142.487.823,81",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,FUE : Fuerteventura,4,"8.205,10",4.539.771,"2.425.106.781,06",932.093,"885.942.917,86",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,GMZ : Gomera (La),,,4.539.771,"2.425.106.781,06",60.095,"14.115.551,63",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,GRO : Girona,185,"67.270,14",4.539.771,"2.425.106.781,06",2.270,"1.712.199,21",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,GRX : Granada,92.847,"65.919.678,45",4.539.771,"2.425.106.781,06",537.169,"420.025.112,26",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,HSK : Huesca,,,4.539.771,"2.425.106.781,06",118,"70.367,01",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,IBZ : Ibiza,289.985,"68.497.837,21",4.539.771,"2.425.106.781,06",1.903.001,"807.181.009,90",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,JCU : Ceuta,,,4.539.771,"2.425.106.781,06",39.118,"2.985.610,92",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,LCG : Coruña (A),3,"3.336,60",4.539.771,"2.425.106.781,06",556.216,"410.174.935,53",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,LEI : Almería,6.887,"4.400.643,55",4.539.771,"2.425.106.781,06",221.418,"123.066.504,15",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,LEN : León,8.524,"7.446.105,45",4.539.771,"2.425.106.781,06",28.447,"26.092.762,94",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,LPA : Gran Canaria,40.366,"88.882.962,56",4.539.771,"2.425.106.781,06",3.593.494,"4.263.271.504,96",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,MAD : Madrid-Barajas,1.113.688,"713.541.153,13",4.539.771,"2.425.106.781,06",8.752.037,"8.386.923.719,85",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,MAH : Menorca,203.932,"46.778.758,34",4.539.771,"2.425.106.781,06",1.064.255,"513.159.808,34",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,MCV : Madrid-Cuatro Vientos,20,"13.149,74",4.539.771,"2.425.106.781,06",299,"159.606,92",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,MJV : Murcia,,,4.539.771,"2.425.106.781,06",4,"1.769,41",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,MLN : Melilla,2.883,"2.262.998,71",4.539.771,"2.425.106.781,06",251.013,"108.059.236,43",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,ODB : Córdoba,985,"767.301,33",4.539.771,"2.425.106.781,06",1.530,"1.336.851,23",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,OVD : Asturias,60.278,"55.924.823,33",4.539.771,"2.425.106.781,06",771.801,"723.097.051,36",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,PMI : Palma de Mallorca,,,4.539.771,"2.425.106.781,06",4.501.747,"2.407.324.685,98",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,PNA : Pamplona,187,"113.416,26",4.539.771,"2.425.106.781,06",106.688,"74.363.578,32",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,QSA : Sabadell,1,"320,36",4.539.771,"2.425.106.781,06",33,"20.361,66",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,REU : Reus,1.041,"332.456,10",4.539.771,"2.425.106.781,06",1.114,"370.946,27",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,RGS : Burgos,79,"56.255,28",4.539.771,"2.425.106.781,06",407,"264.585,88",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,RJL : Logroño,,,4.539.771,"2.425.106.781,06",7.525,"2.574.688,38",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,RMU : Región de Murcia,65,"31.370,35",4.539.771,"2.425.106.781,06",57.873,"58.654.257,51",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,SBO : Son Bonet,3,"303,46",4.539.771,"2.425.106.781,06",13,"4.932,84",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,SCQ : Santiago,122.210,"135.112.877,38",4.539.771,"2.425.106.781,06",1.408.668,"1.508.335.028,59",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,SDR : Santander,13.120,"10.363.865,56",4.539.771,"2.425.106.781,06",277.487,"202.001.963,64",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,SLM : Salamanca,5.535,"4.485.022,70",4.539.771,"2.425.106.781,06",7.305,"6.238.693,62",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,SPC : Palma (La),,,4.539.771,"2.425.106.781,06",631.188,"360.394.499,76",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,SVQ : Sevilla,264.113,"232.812.239,29",4.539.771,"2.425.106.781,06",2.236.848,"2.033.527.720,98",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,TFN : Tenerife-Norte,17.828,"39.765.758,34",4.539.771,"2.425.106.781,06",3.369.608,"4.129.033.815,56",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,TFS : Tenerife-Sur,203,"462.876,30",4.539.771,"2.425.106.781,06",592.012,"872.619.324,03",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,TOJ : Madrid-Torrejón,,,4.539.771,"2.425.106.781,06",0,"0,00",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,VDE : Hierro (El),,,4.539.771,"2.425.106.781,06",159.509,"44.923.018,31",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,VGO : Vigo,8.558,"9.350.994,39",4.539.771,"2.425.106.781,06",504.867,"388.028.582,27",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,VIT : Vitoria,14.748,"9.976.288,35",4.539.771,"2.425.106.781,06",86.403,"62.189.933,34",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,VLC : Valencia,361.426,"133.874.271,13",4.539.771,"2.425.106.781,06",1.475.979,"979.622.964,43",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,VLL : Valladolid,24.828,"18.999.019,60",4.539.771,"2.425.106.781,06",82.771,"76.097.042,26",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,XRY : Jerez de la Frontera,42.143,"38.944.756,46",4.539.771,"2.425.106.781,06",285.115,"239.080.105,95",48.838.129,"41.757.331.077,90"
2024,PMI : Palma de Mallorca,ZAZ : Zaragoza,72.036,"35.248.253,48",4.539.771,"2.425.106.781,06",129.948,"115.898.364,14",48.838.129,"41.757.331.077,90"
2024,PNA : Pamplona,ABC : Albacete,,,106.120,"73.648.469,18",48,"23.456,30",48.838.129,"41.757.331.077,90"
