year,Aeropuerto_Origen,Aeropuerto_Destino,Pasajeros,Pasajeros_Km,Pasajeros2,Pasajeros_Km2,Textbox108,Textbox109,Textbox110,Textbox111
2024,EAS : San Sebastián,RGS : Burgos,,,236.891,"140.578.319,78",407,"264.585,88",48.838.129,"41.757.331.077,90"
2024,EAS : San Sebastián,RJL : Logroño,,,236.891,"140.578.319,78",7.525,"2.574.688,38",48.838.129,"41.757.331.077,90"
2024,EAS : San Sebastián,RMU : Región de Murcia,,,236.891,"140.578.319,78",57.873,"58.654.257,51",48.838.129,"41.757.331.077,90"
2024,EAS : San Sebastián,SBO : Son Bonet,,,236.891,"140.578.319,78",13,"4.932,84",48.838.129,"41.757.331.077,90"
2024,EAS : San Sebastián,SCQ : Santiago,,,236.891,"140.578.319,78",1.408.668,"1.508.335.028,59",48.838.129,"41.757.331.077,90"
2024,EAS : San Sebastián,SDR : Santander,,,236.891,"140.578.319,78",277.487,"202.001.963,64",48.838.129,"41.757.331.077,90"
2024,EAS : San Sebastián,SLM : Salamanca,,,236.891,"140.578.319,78",7.305,"6.238.693,62",48.838.129,"41.757.331.077,90"
2024,EAS : San Sebastián,SPC : Palma (La),,,236.891,"140.578.319,78",631.188,"360.394.499,76",48.838.129,"41.757.331.077,90"
2024,EAS : San Sebastián,SVQ : Sevilla,11.940,"10.008.517,49",236.891,"140.578.319,78",2.236.848,"2.033.527.720,98",48.838.129,"41.757.331.077,90"
2024,EAS : San Sebastián,TFN : Tenerife-Norte,,,236.891,"140.578.319,78",3.369.608,"4.129.033.815,56",48.838.129,"41.757.331.077,90"
2024,EAS : San Sebastián,TFS : Tenerife-Sur,,,236.891,"140.578.319,78",592.012,"872.619.324,03",48.838.129,"41.757.331.077,90"
2024,EAS : San Sebastián,TOJ : Madrid-Torrejón,,,236.891,"140.578.319,78",0,"0,00",48.838.129,"41.757.331.077,90"
2024,EAS : San Sebastián,VDE : Hierro (El),,,236.891,"140.578.319,78",159.509,"44.923.018,31",48.838.129,"41.757.331.077,90"
2024,EAS : San Sebastián,VGO : Vigo,,,236.891,"140.578.319,78",504.867,"388.028.582,27",48.838.129,"41.757.331.077,90"
2024,EAS : San Sebastián,VIT : Vitoria,,,236.891,"140.578.319,78",86.403,"62.189.933,34",48.838.129,"41.757.331.077,90"
2024,EAS : San Sebastián,VLC : Valencia,10.839,"5.829.485,93",236.891,"140.578.319,78",1.475.979,"979.622.964,43",48.838.129,"41.757.331.077,90"
2024,EAS : San Sebastián,VLL : Valladolid,8,"3.196,83",236.891,"140.578.319,78",82.771,"76.097.042,26",48.838.129,"41.757.331.077,90"
2024,EAS : San Sebastián,XRY : Jerez de la Frontera,43,"39.260,48",236.891,"140.578.319,78",285.115,"239.080.105,95",48.838.129,"41.757.331.077,90"
2024,EAS : San Sebastián,ZAZ : Zaragoza,,,236.891,"140.578.319,78",129.948,"115.898.364,14",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,ABC : Albacete,,,943.280,"898.968.902,28",48,"23.456,30",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,ACE : Lanzarote,113,"17.097,01",943.280,"898.968.902,28",1.413.941,"1.494.048.627,62",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,AEI : Algeciras,,,943.280,"898.968.902,28",16.654,"480.845,61",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,AGP : Málaga,14.227,"19.298.851,87",943.280,"898.968.902,28",2.098.974,"1.754.561.223,82",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,ALC : Alicante,1.072,"1.949.785,41",943.280,"898.968.902,28",1.291.972,"848.442.720,66",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,BCN : Barcelona-El Prat,86.307,"183.236.057,61",943.280,"898.968.902,28",7.142.092,"5.569.423.643,22",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,BIO : Bilbao,22.395,"44.976.603,64",943.280,"898.968.902,28",1.954.995,"1.669.502.181,28",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,BJZ : Badajoz,,,943.280,"898.968.902,28",43.076,"29.414.941,92",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,EAS : San Sebastián,,,943.280,"898.968.902,28",238.891,"142.487.823,81",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,FUE : Fuerteventura,,,943.280,"898.968.902,28",932.093,"885.942.917,86",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,GMZ : Gomera (La),,,943.280,"898.968.902,28",60.095,"14.115.551,63",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,GRO : Girona,1,"2.215,06",943.280,"898.968.902,28",2.270,"1.712.199,21",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,GRX : Granada,4,"5.797,17",943.280,"898.968.902,28",537.169,"420.025.112,26",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,HSK : Huesca,,,943.280,"898.968.902,28",118,"70.367,01",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,IBZ : Ibiza,,,943.280,"898.968.902,28",1.903.001,"807.181.009,90",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,JCU : Ceuta,,,943.280,"898.968.902,28",39.118,"2.985.610,92",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,LCG : Coruña (A),,,943.280,"898.968.902,28",556.216,"410.174.935,53",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,LEI : Almería,168,"253.275,87",943.280,"898.968.902,28",221.418,"123.066.504,15",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,LEN : León,,,943.280,"898.968.902,28",28.447,"26.092.762,94",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,LPA : Gran Canaria,348.208,"88.460.259,62",943.280,"898.968.902,28",3.593.494,"4.263.271.504,96",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,MAD : Madrid-Barajas,219.173,"377.640.291,72",943.280,"898.968.902,28",8.752.037,"8.386.923.719,85",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,MAH : Menorca,,,943.280,"898.968.902,28",1.064.255,"513.159.808,34",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,MCV : Madrid-Cuatro Vientos,,,943.280,"898.968.902,28",299,"159.606,92",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,MJV : Murcia,,,943.280,"898.968.902,28",4,"1.769,41",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,MLN : Melilla,,,943.280,"898.968.902,28",251.013,"108.059.236,43",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,ODB : Córdoba,,,943.280,"898.968.902,28",1.530,"1.336.851,23",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,OVD : Asturias,5.018,"9.544.932,00",943.280,"898.968.902,28",771.801,"723.097.051,36",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,PMI : Palma de Mallorca,2,"4.102,55",943.280,"898.968.902,28",4.501.747,"2.407.324.685,98",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,PNA : Pamplona,1,"2.022,51",943.280,"898.968.902,28",106.688,"74.363.578,32",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,QSA : Sabadell,,,943.280,"898.968.902,28",33,"20.361,66",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,REU : Reus,1,"2.050,69",943.280,"898.968.902,28",1.114,"370.946,27",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,RGS : Burgos,,,943.280,"898.968.902,28",407,"264.585,88",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,RJL : Logroño,,,943.280,"898.968.902,28",7.525,"2.574.688,38",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,RMU : Región de Murcia,13,"21.704,83",943.280,"898.968.902,28",57.873,"58.654.257,51",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,SBO : Son Bonet,,,943.280,"898.968.902,28",13,"4.932,84",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,SCQ : Santiago,35.845,"62.965.611,29",943.280,"898.968.902,28",1.408.668,"1.508.335.028,59",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,SDR : Santander,,,943.280,"898.968.902,28",277.487,"202.001.963,64",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,SLM : Salamanca,,,943.280,"898.968.902,28",7.305,"6.238.693,62",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,SPC : Palma (La),2.583,"1.254.072,63",943.280,"898.968.902,28",631.188,"360.394.499,76",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,SVQ : Sevilla,40.036,"53.407.021,89",943.280,"898.968.902,28",2.236.848,"2.033.527.720,98",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,TFN : Tenerife-Norte,167.862,"55.829.904,42",943.280,"898.968.902,28",3.369.608,"4.129.033.815,56",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,TFS : Tenerife-Sur,246,"88.828,41",943.280,"898.968.902,28",592.012,"872.619.324,03",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,TOJ : Madrid-Torrejón,,,943.280,"898.968.902,28",0,"0,00",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,VDE : Hierro (El),,,943.280,"898.968.902,28",159.509,"44.923.018,31",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,VGO : Vigo,,,943.280,"898.968.902,28",504.867,"388.028.582,27",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,VIT : Vitoria,,,943.280,"898.968.902,28",86.403,"62.189.933,34",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,VLC : Valencia,1,"1.827,70",943.280,"898.968.902,28",1.475.979,"979.622.964,43",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,VLL : Valladolid,3,"5.322,01",943.280,"898.968.902,28",82.771,"76.097.042,26",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,XRY : Jerez de la Frontera,1,"1.266,35",943.280,"898.968.902,28",285.115,"239.080.105,95",48.838.129,"41.757.331.077,90"
2024,FUE : Fuerteventura,ZAZ : Zaragoza,,,943.280,"898.968.902,28",129.948,"115.898.364,14",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),ABC : Albacete,,,60.748,"14.193.438,69",48,"23.456,30",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),ACE : Lanzarote,,,60.748,"14.193.438,69",1.413.941,"1.494.048.627,62",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),AEI : Algeciras,,,60.748,"14.193.438,69",16.654,"480.845,61",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),AGP : Málaga,4,"6.496,76",60.748,"14.193.438,69",2.098.974,"1.754.561.223,82",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),ALC : Alicante,,,60.748,"14.193.438,69",1.291.972,"848.442.720,66",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),BCN : Barcelona-El Prat,,,60.748,"14.193.438,69",7.142.092,"5.569.423.643,22",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),BIO : Bilbao,,,60.748,"14.193.438,69",1.954.995,"1.669.502.181,28",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),BJZ : Badajoz,,,60.748,"14.193.438,69",43.076,"29.414.941,92",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),EAS : San Sebastián,,,60.748,"14.193.438,69",238.891,"142.487.823,81",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),FUE : Fuerteventura,2,"847,80",60.748,"14.193.438,69",932.093,"885.942.917,86",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),GMZ : Gomera (La),,,60.748,"14.193.438,69",60.095,"14.115.551,63",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),GRO : Girona,,,60.748,"14.193.438,69",2.270,"1.712.199,21",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),GRX : Granada,,,60.748,"14.193.438,69",537.169,"420.025.112,26",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),HSK : Huesca,,,60.748,"14.193.438,69",118,"70.367,01",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),IBZ : Ibiza,,,60.748,"14.193.438,69",1.903.001,"807.181.009,90",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),JCU : Ceuta,,,60.748,"14.193.438,69",39.118,"2.985.610,92",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),LCG : Coruña (A),,,60.748,"14.193.438,69",556.216,"410.174.935,53",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),LEI : Almería,,,60.748,"14.193.438,69",221.418,"123.066.504,15",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),LEN : León,,,60.748,"14.193.438,69",28.447,"26.092.762,94",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),LPA : Gran Canaria,28.944,"7.962.596,16",60.748,"14.193.438,69",3.593.494,"4.263.271.504,96",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),MAD : Madrid-Barajas,,,60.748,"14.193.438,69",8.752.037,"8.386.923.719,85",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),MAH : Menorca,,,60.748,"14.193.438,69",1.064.255,"513.159.808,34",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),MCV : Madrid-Cuatro Vientos,,,60.748,"14.193.438,69",299,"159.606,92",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),MJV : Murcia,,,60.748,"14.193.438,69",4,"1.769,41",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),MLN : Melilla,,,60.748,"14.193.438,69",251.013,"108.059.236,43",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),ODB : Córdoba,,,60.748,"14.193.438,69",1.530,"1.336.851,23",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),OVD : Asturias,,,60.748,"14.193.438,69",771.801,"723.097.051,36",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),PMI : Palma de Mallorca,,,60.748,"14.193.438,69",4.501.747,"2.407.324.685,98",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),PNA : Pamplona,,,60.748,"14.193.438,69",106.688,"74.363.578,32",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),QSA : Sabadell,,,60.748,"14.193.438,69",33,"20.361,66",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),REU : Reus,,,60.748,"14.193.438,69",1.114,"370.946,27",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),RGS : Burgos,,,60.748,"14.193.438,69",407,"264.585,88",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),RJL : Logroño,,,60.748,"14.193.438,69",7.525,"2.574.688,38",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),RMU : Región de Murcia,,,60.748,"14.193.438,69",57.873,"58.654.257,51",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),SBO : Son Bonet,,,60.748,"14.193.438,69",13,"4.932,84",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),SCQ : Santiago,,,60.748,"14.193.438,69",1.408.668,"1.508.335.028,59",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),SDR : Santander,,,60.748,"14.193.438,69",277.487,"202.001.963,64",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),SLM : Salamanca,,,60.748,"14.193.438,69",7.305,"6.238.693,62",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),SPC : Palma (La),,,60.748,"14.193.438,69",631.188,"360.394.499,76",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),SVQ : Sevilla,,,60.748,"14.193.438,69",2.236.848,"2.033.527.720,98",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),TFN : Tenerife-Norte,31.794,"6.222.863,58",60.748,"14.193.438,69",3.369.608,"4.129.033.815,56",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),TFS : Tenerife-Sur,4,"634,38",60.748,"14.193.438,69",592.012,"872.619.324,03",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),TOJ : Madrid-Torrejón,,,60.748,"14.193.438,69",0,"0,00",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),VDE : Hierro (El),,,60.748,"14.193.438,69",159.509,"44.923.018,31",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),VGO : Vigo,,,60.748,"14.193.438,69",504.867,"388.028.582,27",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),VIT : Vitoria,,,60.748,"14.193.438,69",86.403,"62.189.933,34",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),VLC : Valencia,,,60.748,"14.193.438,69",1.475.979,"979.622.964,43",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),VLL : Valladolid,,,60.748,"14.193.438,69",82.771,"76.097.042,26",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),XRY : Jerez de la Frontera,,,60.748,"14.193.438,69",285.115,"239.080.105,95",48.838.129,"41.757.331.077,90"
2024,GMZ : Gomera (La),ZAZ : Zaragoza,,,60.748,"14.193.438,69",129.948,"115.898.364,14",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,ABC : Albacete,10,"6.114,30",2.145,"1.700.396,09",48,"23.456,30",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,ACE : Lanzarote,,,2.145,"1.700.396,09",1.413.941,"1.494.048.627,62",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,AEI : Algeciras,,,2.145,"1.700.396,09",16.654,"480.845,61",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,AGP : Málaga,32,"30.527,77",2.145,"1.700.396,09",2.098.974,"1.754.561.223,82",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,ALC : Alicante,60,"32.273,73",2.145,"1.700.396,09",1.291.972,"848.442.720,66",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,BCN : Barcelona-El Prat,5,"946,01",2.145,"1.700.396,09",7.142.092,"5.569.423.643,22",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,BIO : Bilbao,94,"54.882,85",2.145,"1.700.396,09",1.954.995,"1.669.502.181,28",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,BJZ : Badajoz,49,"47.814,35",2.145,"1.700.396,09",43.076,"29.414.941,92",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,EAS : San Sebastián,7,"3.498,36",2.145,"1.700.396,09",238.891,"142.487.823,81",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,FUE : Fuerteventura,,,2.145,"1.700.396,09",932.093,"885.942.917,86",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,GMZ : Gomera (La),,,2.145,"1.700.396,09",60.095,"14.115.551,63",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,GRO : Girona,,,2.145,"1.700.396,09",2.270,"1.712.199,21",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,GRX : Granada,42,"36.212,97",2.145,"1.700.396,09",537.169,"420.025.112,26",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,HSK : Huesca,,,2.145,"1.700.396,09",118,"70.367,01",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,IBZ : Ibiza,59,"27.150,82",2.145,"1.700.396,09",1.903.001,"807.181.009,90",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,JCU : Ceuta,,,2.145,"1.700.396,09",39.118,"2.985.610,92",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,LCG : Coruña (A),,,2.145,"1.700.396,09",556.216,"410.174.935,53",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,LEI : Almería,46,"37.761,89",2.145,"1.700.396,09",221.418,"123.066.504,15",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,LEN : León,,,2.145,"1.700.396,09",28.447,"26.092.762,94",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,LPA : Gran Canaria,92,"217.084,41",2.145,"1.700.396,09",3.593.494,"4.263.271.504,96",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,MAD : Madrid-Barajas,416,"270.897,71",2.145,"1.700.396,09",8.752.037,"8.386.923.719,85",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,MAH : Menorca,8,"2.870,96",2.145,"1.700.396,09",1.064.255,"513.159.808,34",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,MCV : Madrid-Cuatro Vientos,6,"4.032,97",2.145,"1.700.396,09",299,"159.606,92",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,MJV : Murcia,,,2.145,"1.700.396,09",4,"1.769,41",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,MLN : Melilla,,,2.145,"1.700.396,09",251.013,"108.059.236,43",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,ODB : Córdoba,,,2.145,"1.700.396,09",1.530,"1.336.851,23",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,OVD : Asturias,15,"12.253,43",2.145,"1.700.396,09",771.801,"723.097.051,36",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,PMI : Palma de Mallorca,222,"80.724,16",2.145,"1.700.396,09",4.501.747,"2.407.324.685,98",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,PNA : Pamplona,91,"42.677,11",2.145,"1.700.396,09",106.688,"74.363.578,32",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,QSA : Sabadell,,,2.145,"1.700.396,09",33,"20.361,66",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,REU : Reus,0,"0,00",2.145,"1.700.396,09",1.114,"370.946,27",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,RGS : Burgos,,,2.145,"1.700.396,09",407,"264.585,88",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,RJL : Logroño,43,"22.295,36",2.145,"1.700.396,09",7.525,"2.574.688,38",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,RMU : Región de Murcia,,,2.145,"1.700.396,09",57.873,"58.654.257,51",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,SBO : Son Bonet,,,2.145,"1.700.396,09",13,"4.932,84",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,SCQ : Santiago,30,"30.877,34",2.145,"1.700.396,09",1.408.668,"1.508.335.028,59",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,SDR : Santander,0,"0,00",2.145,"1.700.396,09",277.487,"202.001.963,64",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,SLM : Salamanca,,,2.145,"1.700.396,09",7.305,"6.238.693,62",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,SPC : Palma (La),,,2.145,"1.700.396,09",631.188,"360.394.499,76",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,SVQ : Sevilla,344,"341.071,74",2.145,"1.700.396,09",2.236.848,"2.033.527.720,98",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,TFN : Tenerife-Norte,,,2.145,"1.700.396,09",3.369.608,"4.129.033.815,56",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,TFS : Tenerife-Sur,14,"34.001,33",2.145,"1.700.396,09",592.012,"872.619.324,03",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,TOJ : Madrid-Torrejón,,,2.145,"1.700.396,09",0,"0,00",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,VDE : Hierro (El),,,2.145,"1.700.396,09",159.509,"44.923.018,31",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,VGO : Vigo,133,"137.626,15",2.145,"1.700.396,09",504.867,"388.028.582,27",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,VIT : Vitoria,95,"52.508,45",2.145,"1.700.396,09",86.403,"62.189.933,34",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,VLC : Valencia,96,"46.446,49",2.145,"1.700.396,09",1.475.979,"979.622.964,43",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,VLL : Valladolid,45,"32.266,09",2.145,"1.700.396,09",82.771,"76.097.042,26",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,XRY : Jerez de la Frontera,91,"95.579,33",2.145,"1.700.396,09",285.115,"239.080.105,95",48.838.129,"41.757.331.077,90"
2024,GRO : Girona,ZAZ : Zaragoza,,,2.145,"1.700.396,09",129.948,"115.898.364,14",48.838.129,"41.757.331.077,90"
2024,GRX : Granada,ABC : Albacete,,,534.153,"417.388.824,77",48,"23.456,30",48.838.129,"41.757.331.077,90"
2024,GRX : Granada,ACE : Lanzarote,3,"4.182,36",534.153,"417.388.824,77",1.413.941,"1.494.048.627,62",48.838.129,"41.757.331.077,90"
2024,GRX : Granada,AEI : Algeciras,,,534.153,"417.388.824,77",16.654,"480.845,61",48.838.129,"41.757.331.077,90"
2024,GRX : Granada,AGP : Málaga,106,"20.035,51",534.153,"417.388.824,77",2.098.974,"1.754.561.223,82",48.838.129,"41.757.331.077,90"
2024,GRX : Granada,ALC : Alicante,2,"964,82",534.153,"417.388.824,77",1.291.972,"848.442.720,66",48.838.129,"41.757.331.077,90"
2024,GRX : Granada,BCN : Barcelona-El Prat,235.285,"181.035.303,83",534.153,"417.388.824,77",7.142.092,"5.569.423.643,22",48.838.129,"41.757.331.077,90"
2024,GRX : Granada,BIO : Bilbao,15.837,"12.398.315,11",534.153,"417.388.824,77",1.954.995,"1.669.502.181,28",48.838.129,"41.757.331.077,90"
2024,GRX : Granada,BJZ : Badajoz,12,"5.232,11",534.153,"417.388.824,77",43.076,"29.414.941,92",48.838.129,"41.757.331.077,90"
2024,GRX : Granada,EAS : San Sebastián,6,"4.816,78",534.153,"417.388.824,77",238.891,"142.487.823,81",48.838.129,"41.757.331.077,90"
2024,GRX : Granada,FUE : Fuerteventura,4,"5.797,17",534.153,"417.388.824,77",932.093,"885.942.917,86",48.838.129,"41.757.331.077,90"
2024,GRX : Granada,GMZ : Gomera (La),,,534.153,"417.388.824,77",60.095,"14.115.551,63",48.838.129,"41.757.331.077,90"
2024,GRX : Granada,GRO : Girona,44,"37.937,40",534.153,"417.388.824,77",2.270,"1.712.199,21",48.838.129,"41.757.331.077,90"
2024,GRX : Granada,GRX : Granada,,,534.153,"417.388.824,77",537.169,"420.025.112,26",48.838.129,"41.757.331.077,90"
2024,GRX : Granada,HSK : Huesca,,,534.153,"417.388.824,77",118,"70.367,01",48.838.129,"41.757.331.077,90"
2024,GRX : Granada,IBZ : Ibiza,1.394,"795.459,52",534.153,"417.388.824,77",1.903.001,"807.181.009,90",48.838.129,"41.757.331.077,90"
2024,GRX : Granada,JCU : Ceuta,,,534.153,"417.388.824,77",39.118,"2.985.610,92",48.838.129,"41.757.331.077,90"
2024,GRX : Granada,LCG : Coruña (A),93,"83.395,16",534.153,"417.388.824,77",556.216,"410.174.935,53",48.838.129,"41.757.331.077,90"
2024,GRX : Granada,LEI : Almería,,,534.153,"417.388.824,77",221.418,"123.066.504,15",48.838.129,"41.757.331.077,90"
2024,GRX : Granada,LEN : León,6,"4.349,41",534.153,"417.388.824,77",28.447,"26.092.762,94",48.838.129,"41.757.331.077,90"
2024,GRX : Granada,LPA : Gran Canaria,37.493,"59.842.327,46",534.153,"417.388.824,77",3.593.494,"4.263.271.504,96",48.838.129,"41.757.331.077,90"
