dia,id_vuelo,origen,destino_programado,destino_final,redirigido,es_exterior,salida_programada,llegada_real,retraso_total_min,retraso_por_redireccion_min,combustible_consumido_l,tipo_aeronave
1,A21A1500315,A21,A15,A15,False,False,475.0,504.3774111283053,14.377411128305312,0.0,927.3665110319986,corto_radio
1,A3A4000076,A3,A40,A40,False,False,442.0,504.6191830854876,16.619183085487578,0.0,2351.8498983653317,corto_radio
1,A2A4700046,A2,A47,A47,False,False,454.0,505.12289247361844,14.122892473618435,0.0,2022.898236353865,corto_radio
1,A33A3800534,A33,A38,A38,False,False,450.0,506.30181174372876,15.301811743728763,0.0,2340.233707510182,corto_radio
1,A21A2200404,A21,A22,A22,False,False,452.0,506.3731169001816,16.37311690018163,0.0,2244.0211793774592,corto_radio
1,A12A800173,A12,A8,A8,False,False,470.0,507.13106100889735,13.131061008897348,0.0,1312.9073826158701,corto_radio
1,A3A3900075,A3,A39,A39,False,False,437.0,510.37127419840203,10.371274198402034,0.0,3358.0334968078014,medio_radio
1,A3A3500071,A3,A35,A35,False,False,473.0,510.3976093485714,13.397609348571393,0.0,1285.1810843006328,corto_radio
1,A17A3000351,A17,A30,A30,False,False,449.0,511.44599836548156,19.445998365481557,0.0,2739.343194131079,corto_radio
1,A9A1000196,A9,A10,A10,False,False,487.0,511.6937802289153,13.693780228915273,0.0,664.241077329895,corto_radio
1,A21A4600418,A21,A46,A46,False,False,439.0,512.0119125154687,14.01191251546868,0.0,3584.2702705173438,medio_radio
1,A36A500113,A36,A5,A5,False,False,482.0,512.83220045134,16.832200451339986,0.0,978.8249648938091,corto_radio
1,A34A3100517,A34,A31,A31,False,False,476.0,515.3017427714581,12.301742771458066,0.0,1388.3131621007428,corto_radio
1,A32A2400453,A32,A24,A24,False,False,442.0,515.5089570361838,19.5089570361838,0.0,3753.314178486546,medio_radio
1,A32A3900525,A32,A39,A39,False,False,439.0,516.7985421222443,18.79854212224427,0.0,3997.657765407941,medio_radio
1,A48A2500471,A48,A25,A25,False,False,471.0,516.9031871311979,16.90318713119791,0.0,1876.7662372482805,corto_radio
1,A7A3800167,A7,A38,A38,False,False,487.0,517.9094468829028,12.909446882902785,0.0,963.5826882774412,corto_radio
1,A45A1700359,A45,A17,A17,False,False,444.0,517.9653284230044,21.965328423004394,0.0,3279.2433564929984,corto_radio
1,A27A3700487,A27,A37,A37,False,False,450.0,518.0,14.0,0.0,2896.722985409056,medio_radio
1,A5A4000115,A5,A40,A40,False,False,449.0,518.9497354895689,19.949735489568866,0.0,3065.5389150469578,corto_radio
1,A4A4400100,A4,A44,A44,False,False,490.0,519.2045799209452,14.204579920945207,0.0,918.2171110204515,corto_radio
1,A23A3500436,A23,A35,A35,False,False,480.0,519.6518091825451,13.651809182545094,0.0,1432.7694454919103,corto_radio
1,A22A3800425,A22,A38,A38,False,False,477.0,520.9094468829028,14.909446882902785,0.0,1510.535544011624,corto_radio
1,A36A2200423,A36,A22,A22,False,False,456.0,520.937059505246,20.937059505245998,0.0,2875.3291998647605,corto_radio
1,A47A2100420,A47,A21,A21,False,False,478.0,527.0,14.0,0.0,1855.1092167769032,corto_radio
1,A17A1500312,A17,A15,A15,False,False,499.0,528.6563219487947,15.656321948794698,0.0,969.189545759598,corto_radio
1,A23A300058,A23,A3,A3,False,False,483.0,528.9328550799835,12.932855079983483,0.0,1744.4871059800512,corto_radio
1,A35A4100550,A35,A41,A41,False,False,458.0,529.0,18.0,0.0,2888.5784642685385,corto_radio
1,A27EXTERIOR00485,A27,EXTERIOR,EXTERIOR,False,True,392.0,529.4727481353988,2.472748135398774,0.0,7375.100401606426,medio_radio
1,A11A900197,A11,A9,A9,False,False,511.0,533.0,15.0,0.0,526.9305637001794,corto_radio
1,A2A500023,A2,A5,A5,False,False,460.0,533.1739662197722,12.173966219772183,0.0,3510.414459492696,medio_radio
1,A41A2100412,A41,A21,A21,False,False,460.0,535.2360174030082,13.23601740300819,0.0,3595.691502314873,medio_radio
1,A6A4000140,A6,A40,A40,False,False,494.0,535.5126436914984,12.512643691498397,0.0,1480.4007677461746,corto_radio
1,A44A1200272,A44,A12,A12,False,False,414.0,535.7697109885089,12.769710988508905,0.0,6007.088033891963,medio_radio
1,A7A800145,A7,A8,A8,False,False,389.0,535.9044367817644,13.904436781764389,0.0,7357.9594749333,medio_radio
1,A3A2600061,A3,A26,A26,False,False,465.0,536.0447269717886,10.044726971788577,0.0,3264.092071713055,medio_radio
1,A42A3100520,A42,A31,A31,False,False,512.0,541.7474522574212,13.747452257421173,0.0,914.7361638809166,corto_radio
1,A10A3900226,A10,A39,A39,False,False,360.0,542.0204252320716,21.020425232071602,0.0,9784.938616641824,medio_radio
1,A14A4700309,A14,A47,A47,False,False,360.0,543.5222805425698,21.522280542569774,0.0,9870.367785907494,medio_radio
1,A36A3300533,A36,A33,A33,False,False,463.0,544.0,21.0,0.0,4179.502957760678,medio_radio
1,A13A1900281,A13,A19,A19,False,False,369.0,544.0982895629244,21.09828956292438,0.0,9415.263591075873,medio_radio
1,A45A2100416,A45,A21,A21,False,False,446.0,544.7947158118808,22.794715811880792,0.0,5087.899758847102,medio_radio
1,A28A3900498,A28,A39,A39,False,False,470.0,545.0204252320716,13.020425232071602,0.0,3371.428996150113,medio_radio
1,A6A700121,A6,A7,A7,False,False,484.0,545.1471934664893,13.147193466489284,0.0,2422.023089527283,corto_radio
1,A2A2300036,A2,A23,A23,False,False,480.0,548.1914957070552,17.191495707055196,0.0,2873.161618419073,corto_radio
1,A24A3300454,A24,A33,A33,False,False,479.0,548.7005849604374,12.700584960437368,0.0,3290.5884597359377,medio_radio
1,A21A4600417,A21,A46,A46,False,False,476.0,551.0119125154687,16.01191251546868,0.0,3584.2702705173438,medio_radio
1,A40A2300440,A40,A23,A23,False,False,502.0,551.5265068402572,17.526506840257184,0.0,2044.6376147022074,corto_radio
1,A13A200030,A13,A2,A2,False,False,405.0,551.6419841849109,18.64198418491094,0.0,7772.527162990754,medio_radio
