dia,minuto,aeropuerto,evento,ocupacion,capacidad
20,0.0,XRY,ocupacion_inicial,2,4
20,0.0,VGO,ocupacion_inicial,2,5
20,0.0,BJZ,ocupacion_inicial,3,4
20,0.0,GRX,ocupacion_inicial,2,5
20,0.0,LEI,ocupacion_inicial,1,4
20,0.0,SLM,ocupacion_inicial,3,4
20,0.0,SPC,ocupacion_inicial,1,5
20,0.0,GMZ,ocupacion_inicial,3,4
20,0.0,TFS,ocupacion_inicial,2,5
20,0.0,VDE,ocupacion_inicial,2,4
20,0.0,OVD,ocupacion_inicial,1,5
20,0.0,VLL,ocupacion_inicial,2,4
20,0.0,SDR,ocupacion_inicial,2,4
20,0.0,EAS,ocupacion_inicial,1,4
20,0.0,ODB,ocupacion_inicial,4,4
20,0.0,LCG,ocupacion_inicial,2,5
20,0.0,ABC,ocupacion_inicial,4,4
20,0.0,AEI,ocupacion_inicial,3,4
20,0.0,RGS,ocupacion_inicial,3,4
20,0.0,JCU,ocupacion_inicial,3,4
20,0.0,GRO,ocupacion_inicial,3,4
20,0.0,HSK,ocupacion_inicial,4,4
20,0.0,LEN,ocupacion_inicial,2,4
20,0.0,RJL,ocupacion_inicial,3,4
20,0.0,MCV,ocupacion_inicial,4,4
20,0.0,MLN,ocupacion_inicial,1,4
20,0.0,MJV,ocupacion_inicial,4,4
20,0.0,PNA,ocupacion_inicial,2,4
20,0.0,REU,ocupacion_inicial,4,4
20,0.0,QSA,ocupacion_inicial,4,4
20,0.0,SBO,ocupacion_inicial,3,4
20,0.0,VIT,ocupacion_inicial,2,4
20,0.0,ZAZ,ocupacion_inicial,2,4
20,90.0,PMI,ext_llegada,1,11
20,90.0,PMI,ext_llegada,2,11
20,90.0,PMI,ext_llegada,3,11
20,92.0,ALC,ext_llegada,1,6
20,92.0,ALC,ext_llegada,2,6
20,92.0,ALC,ext_llegada,3,6
20,92.0,ALC,ext_llegada,4,6
20,92.0,ALC,ext_llegada,5,6
20,92.0,FUE,ext_llegada,1,6
20,92.0,FUE,ext_llegada,2,6
20,92.0,FUE,ext_llegada,3,6
20,92.0,FUE,ext_llegada,4,6
20,92.0,FUE,ext_llegada,5,6
20,93.0,MAH,ext_llegada,1,6
20,93.0,MAH,ext_llegada,2,6
20,94.0,SVQ,ext_llegada,1,8
20,94.0,SVQ,ext_llegada,2,8
20,100.0,IBZ,ext_llegada,1,7
20,101.0,LPA,ext_llegada,1,10
20,101.0,LPA,ext_llegada,2,10
20,101.0,LPA,ext_llegada,3,10
20,101.0,LPA,ext_llegada,4,10
20,102.0,VLC,ext_llegada,1,6
20,104.0,BCN,ext_llegada,1,15
20,104.0,BCN,ext_llegada,2,15
20,104.0,BCN,ext_llegada,3,15
20,104.0,BCN,ext_llegada,4,15
20,115.0,MAH,ext_salida,1,6
20,115.0,MAH,ext_salida,0,6
20,117.0,SVQ,ext_salida,1,8
20,117.0,SVQ,ext_salida,0,8
20,120.0,ACE,ext_llegada,1,6
20,126.0,FUE,ext_salida,4,6
20,126.0,FUE,ext_salida,3,6
20,126.0,FUE,ext_salida,2,6
20,126.0,FUE,ext_salida,1,6
20,126.0,FUE,ext_salida,0,6
20,126.0,BCN,ext_salida,3,15
20,126.0,BCN,ext_salida,2,15
20,126.0,BCN,ext_salida,1,15
20,126.0,BCN,ext_salida,0,15
20,127.0,ALC,ext_salida,4,6
20,127.0,ALC,ext_salida,3,6
20,127.0,ALC,ext_salida,2,6
20,127.0,ALC,ext_salida,1,6
20,127.0,ALC,ext_salida,0,6
20,128.0,LPA,ext_salida,3,10
20,128.0,LPA,ext_salida,2,10
20,128.0,LPA,ext_salida,1,10
20,128.0,LPA,ext_salida,0,10
20,130.0,PMI,ext_salida,2,11
20,130.0,PMI,ext_salida,1,11
20,130.0,PMI,ext_salida,0,11
20,135.0,SCQ,ext_llegada,1,6
20,135.0,SCQ,ext_llegada,2,6
20,135.0,SCQ,ext_llegada,3,6
20,136.0,IBZ,ext_salida,0,7
20,139.0,VLC,ext_salida,0,6
20,146.0,MAD,ext_llegada,1,18
20,146.0,MAD,ext_llegada,2,18
20,156.0,ACE,ext_salida,0,6
20,164.0,TFN,ext_llegada,1,9
20,164.0,TFN,ext_llegada,2,9
20,164.0,TFN,ext_llegada,3,9
20,164.0,TFN,ext_llegada,4,9
20,170.0,SCQ,ext_salida,2,6
20,170.0,SCQ,ext_salida,1,6
20,170.0,SCQ,ext_salida,0,6
20,175.0,AGP,ext_llegada,1,7
20,178.0,BIO,ext_llegada,1,7
20,186.0,MAD,ext_salida,1,18
20,186.0,MAD,ext_salida,0,18
20,198.0,BIO,ext_salida,0,7
20,200.0,TFN,ext_salida,3,9
20,200.0,TFN,ext_salida,2,9
20,200.0,TFN,ext_salida,1,9
20,200.0,TFN,ext_salida,0,9
20,211.0,AGP,ext_salida,0,7
20,221.0,BCN,ext_llegada,1,15
20,221.0,BCN,ext_llegada,2,15
20,221.0,BCN,ext_llegada,3,15
20,221.0,BCN,ext_llegada,4,15
20,228.0,PMI,ext_llegada,1,11
20,246.0,BCN,ext_salida,3,15
20,246.0,BCN,ext_salida,2,15
20,246.0,BCN,ext_salida,1,15
20,246.0,BCN,ext_salida,0,15
20,250.0,PMI,ext_salida,0,11
20,251.0,ALC,ext_llegada,1,6
20,251.0,ALC,ext_llegada,2,6
20,263.0,VLC,ext_llegada,1,6
20,263.0,VLC,ext_llegada,2,6
20,263.0,VLC,ext_llegada,3,6
20,263.0,VLC,ext_llegada,4,6
20,263.0,VLC,ext_llegada,5,6
20,271.0,IBZ,ext_llegada,1,7
20,271.0,IBZ,ext_llegada,2,7
20,271.0,ACE,ext_llegada,1,6
20,271.0,ACE,ext_llegada,2,6
20,271.0,ACE,ext_llegada,3,6
20,273.0,ALC,ext_salida,1,6
20,273.0,ALC,ext_salida,0,6
20,281.0,MAH,ext_llegada,1,6
20,281.0,MAH,ext_llegada,2,6
20,289.0,LPA,ext_llegada,1,10
20,289.0,LPA,ext_llegada,2,10
20,289.0,LPA,ext_llegada,3,10
20,289.0,LPA,ext_llegada,4,10
20,289.0,VLC,ext_salida,4,6
20,289.0,VLC,ext_salida,3,6
20,289.0,VLC,ext_salida,2,6
20,289.0,VLC,ext_salida,1,6
20,289.0,VLC,ext_salida,0,6
20,290.0,FUE,ext_llegada,1,6
20,290.0,FUE,ext_llegada,2,6
20,290.0,FUE,ext_llegada,3,6
20,291.0,IBZ,ext_salida,1,7
20,291.0,IBZ,ext_salida,0,7
20,293.0,SVQ,ext_llegada,1,8
20,293.0,SVQ,ext_llegada,2,8
20,293.0,SVQ,ext_llegada,3,8
20,294.0,ACE,ext_salida,2,6
20,294.0,ACE,ext_salida,1,6
20,294.0,ACE,ext_salida,0,6
20,306.0,BIO,ext_llegada,1,7
20,306.0,BIO,ext_llegada,2,7
20,310.0,MAH,ext_salida,1,6
20,310.0,MAH,ext_salida,0,6
20,310.0,LPA,ext_salida,3,10
20,310.0,LPA,ext_salida,2,10
20,310.0,LPA,ext_salida,1,10
20,310.0,LPA,ext_salida,0,10
20,311.0,FUE,ext_salida,2,6
20,311.0,FUE,ext_salida,1,6
20,311.0,FUE,ext_salida,0,6
20,317.0,SVQ,ext_salida,2,8
20,317.0,SVQ,ext_salida,1,8
20,317.0,SVQ,ext_salida,0,8
20,318.0,MAD,ext_llegada,1,18
20,318.0,MAD,ext_llegada,2,18
20,318.0,MAD,ext_llegada,3,18
20,318.0,MAD,ext_llegada,4,18
20,340.0,BIO,ext_salida,1,7
20,340.0,BIO,ext_salida,0,7
20,345.0,SCQ,ext_llegada,1,6
20,345.0,SCQ,ext_llegada,2,6
20,345.0,SCQ,ext_llegada,3,6
20,345.0,SCQ,ext_llegada,4,6
20,348.0,MAD,ext_salida,3,18
20,348.0,MAD,ext_salida,2,18
20,348.0,MAD,ext_salida,1,18
20,348.0,MAD,ext_salida,0,18
20,361.0,AGP,ext_llegada,1,7
20,361.0,AGP,ext_llegada,2,7
20,361.0,AGP,ext_llegada,3,7
20,361.0,AGP,ext_llegada,4,7
20,380.0,TFN,ext_llegada,1,9
20,380.0,TFN,ext_llegada,2,9
20,380.0,SCQ,ext_salida,3,6
20,380.0,SCQ,ext_salida,2,6
20,380.0,SCQ,ext_salida,1,6
20,380.0,SCQ,ext_salida,0,6
20,400.0,AGP,ext_salida,3,7
20,400.0,AGP,ext_salida,2,7
20,400.0,AGP,ext_salida,1,7
20,400.0,AGP,ext_salida,0,7
20,403.0,PMI,ext_llegada,1,11
20,403.0,PMI,ext_llegada,2,11
20,403.0,PMI,ext_llegada,3,11
20,403.0,IBZ,ext_llegada,1,7
20,405.0,MAH,ext_llegada,1,6
20,405.0,MAH,ext_llegada,2,6
20,405.0,MAH,ext_llegada,3,6
20,405.0,MAH,ext_llegada,4,6
20,411.0,BCN,ext_llegada,1,15
20,414.0,TFN,ext_salida,1,9
20,414.0,TFN,ext_salida,0,9
20,422.0,ACE,ext_llegada,1,6
20,422.0,ACE,ext_llegada,2,6
20,422.0,ACE,ext_llegada,3,6
20,422.0,ACE,ext_llegada,4,6
20,428.0,IBZ,ext_salida,0,7
20,430.0,ALC,ext_llegada,1,6
20,430.0,ALC,ext_llegada,2,6
20,430.0,ALC,ext_llegada,3,6
20,431.0,PMI,ext_salida,2,11
20,431.0,PMI,ext_salida,1,11
20,431.0,PMI,ext_salida,0,11
20,432.0,VLC,ext_llegada,1,6
20,432.0,VLC,ext_llegada,2,6
20,432.0,VLC,ext_llegada,3,6
20,438.0,MAH,ext_salida,3,6
20,438.0,MAH,ext_salida,2,6
20,438.0,MAH,ext_salida,1,6
20,438.0,MAH,ext_salida,0,6
20,443.0,MAD,ext_llegada,1,18
20,443.0,MAD,ext_llegada,2,18
20,447.0,BCN,ext_salida,0,15
20,450.0,FUE,ext_llegada,1,6
20,450.0,FUE,ext_llegada,2,6
20,451.0,SVQ,ext_llegada,1,8
20,451.0,SVQ,ext_llegada,2,8
20,451.0,SVQ,ext_llegada,3,8
20,451.0,SVQ,ext_llegada,4,8
20,454.0,ACE,ext_salida,3,6
20,454.0,ACE,ext_salida,2,6
20,454.0,ACE,ext_salida,1,6
20,454.0,ACE,ext_salida,0,6
20,455.0,VLC,ext_salida,2,6
20,455.0,VLC,ext_salida,1,6
20,455.0,VLC,ext_salida,0,6
20,470.0,ALC,ext_salida,2,6
20,470.0,ALC,ext_salida,1,6
20,470.0,ALC,ext_salida,0,6
20,472.0,LPA,ext_llegada,1,10
20,473.0,SVQ,ext_salida,3,8
20,473.0,SVQ,ext_salida,2,8
20,473.0,SVQ,ext_salida,1,8
20,473.0,SVQ,ext_salida,0,8
20,480.0,FUE,ext_salida,1,6
20,480.0,FUE,ext_salida,0,6
20,481.0,MAD,ext_salida,1,18
20,481.0,MAD,ext_salida,0,18
20,501.0,LPA,ext_salida,0,10
20,504.0,BIO,ext_llegada,1,7
