dia,minuto,aeropuerto,evento,ocupacion,capacidad
13,0.0,XRY,ocupacion_inicial,2,4
13,0.0,VGO,ocupacion_inicial,2,5
13,0.0,BJZ,ocupacion_inicial,3,4
13,0.0,GRX,ocupacion_inicial,2,5
13,0.0,LEI,ocupacion_inicial,1,4
13,0.0,SLM,ocupacion_inicial,3,4
13,0.0,SPC,ocupacion_inicial,1,5
13,0.0,GMZ,ocupacion_inicial,3,4
13,0.0,TFS,ocupacion_inicial,2,5
13,0.0,VDE,ocupacion_inicial,2,4
13,0.0,OVD,ocupacion_inicial,1,5
13,0.0,VLL,ocupacion_inicial,3,4
13,0.0,SDR,ocupacion_inicial,3,4
13,0.0,EAS,ocupacion_inicial,2,4
13,0.0,ODB,ocupacion_inicial,4,4
13,0.0,LCG,ocupacion_inicial,2,5
13,0.0,ABC,ocupacion_inicial,4,4
13,0.0,AEI,ocupacion_inicial,3,4
13,0.0,RGS,ocupacion_inicial,3,4
13,0.0,JCU,ocupacion_inicial,3,4
13,0.0,GRO,ocupacion_inicial,3,4
13,0.0,HSK,ocupacion_inicial,4,4
13,0.0,LEN,ocupacion_inicial,2,4
13,0.0,RJL,ocupacion_inicial,3,4
13,0.0,MCV,ocupacion_inicial,4,4
13,0.0,MLN,ocupacion_inicial,1,4
13,0.0,MJV,ocupacion_inicial,4,4
13,0.0,PNA,ocupacion_inicial,3,4
13,0.0,REU,ocupacion_inicial,4,4
13,0.0,QSA,ocupacion_inicial,4,4
13,0.0,SBO,ocupacion_inicial,3,4
13,0.0,VIT,ocupacion_inicial,2,4
13,0.0,ZAZ,ocupacion_inicial,2,4
13,90.0,PMI,ext_llegada,1,11
13,90.0,PMI,ext_llegada,2,11
13,90.0,PMI,ext_llegada,3,11
13,92.0,ALC,ext_llegada,1,6
13,92.0,ALC,ext_llegada,2,6
13,92.0,ALC,ext_llegada,3,6
13,92.0,ALC,ext_llegada,4,6
13,92.0,ALC,ext_llegada,5,6
13,92.0,FUE,ext_llegada,1,6
13,92.0,FUE,ext_llegada,2,6
13,92.0,FUE,ext_llegada,3,6
13,92.0,FUE,ext_llegada,4,6
13,92.0,FUE,ext_llegada,5,6
13,93.0,MAH,ext_llegada,1,6
13,93.0,MAH,ext_llegada,2,6
13,94.0,SVQ,ext_llegada,1,8
13,94.0,SVQ,ext_llegada,2,8
13,100.0,IBZ,ext_llegada,1,7
13,101.0,LPA,ext_llegada,1,10
13,101.0,LPA,ext_llegada,2,10
13,101.0,LPA,ext_llegada,3,10
13,101.0,LPA,ext_llegada,4,10
13,102.0,VLC,ext_llegada,1,6
13,104.0,BCN,ext_llegada,1,15
13,104.0,BCN,ext_llegada,2,15
13,104.0,BCN,ext_llegada,3,15
13,104.0,BCN,ext_llegada,4,15
13,115.0,MAH,ext_salida,1,6
13,115.0,MAH,ext_salida,0,6
13,117.0,SVQ,ext_salida,1,8
13,117.0,SVQ,ext_salida,0,8
13,120.0,ACE,ext_llegada,1,6
13,126.0,FUE,ext_salida,4,6
13,126.0,FUE,ext_salida,3,6
13,126.0,FUE,ext_salida,2,6
13,126.0,FUE,ext_salida,1,6
13,126.0,FUE,ext_salida,0,6
13,126.0,BCN,ext_salida,3,15
13,126.0,BCN,ext_salida,2,15
13,126.0,BCN,ext_salida,1,15
13,126.0,BCN,ext_salida,0,15
13,127.0,ALC,ext_salida,4,6
13,127.0,ALC,ext_salida,3,6
13,127.0,ALC,ext_salida,2,6
13,127.0,ALC,ext_salida,1,6
13,127.0,ALC,ext_salida,0,6
13,128.0,LPA,ext_salida,3,10
13,128.0,LPA,ext_salida,2,10
13,128.0,LPA,ext_salida,1,10
13,128.0,LPA,ext_salida,0,10
13,130.0,PMI,ext_salida,2,11
13,130.0,PMI,ext_salida,1,11
13,130.0,PMI,ext_salida,0,11
13,135.0,SCQ,ext_llegada,1,6
13,135.0,SCQ,ext_llegada,2,6
13,135.0,SCQ,ext_llegada,3,6
13,136.0,IBZ,ext_salida,0,7
13,139.0,VLC,ext_salida,0,6
13,146.0,MAD,ext_llegada,1,18
13,146.0,MAD,ext_llegada,2,18
13,156.0,ACE,ext_salida,0,6
13,164.0,TFN,ext_llegada,1,9
13,164.0,TFN,ext_llegada,2,9
13,164.0,TFN,ext_llegada,3,9
13,164.0,TFN,ext_llegada,4,9
13,170.0,SCQ,ext_salida,2,6
13,170.0,SCQ,ext_salida,1,6
13,170.0,SCQ,ext_salida,0,6
13,175.0,AGP,ext_llegada,1,7
13,178.0,BIO,ext_llegada,1,7
13,186.0,MAD,ext_salida,1,18
13,186.0,MAD,ext_salida,0,18
13,198.0,BIO,ext_salida,0,7
13,200.0,TFN,ext_salida,3,9
13,200.0,TFN,ext_salida,2,9
13,200.0,TFN,ext_salida,1,9
13,200.0,TFN,ext_salida,0,9
13,211.0,AGP,ext_salida,0,7
13,221.0,BCN,ext_llegada,1,15
13,221.0,BCN,ext_llegada,2,15
13,221.0,BCN,ext_llegada,3,15
13,221.0,BCN,ext_llegada,4,15
13,228.0,PMI,ext_llegada,1,11
13,246.0,BCN,ext_salida,3,15
13,246.0,BCN,ext_salida,2,15
13,246.0,BCN,ext_salida,1,15
13,246.0,BCN,ext_salida,0,15
13,250.0,PMI,ext_salida,0,11
13,251.0,ALC,ext_llegada,1,6
13,251.0,ALC,ext_llegada,2,6
13,263.0,VLC,ext_llegada,1,6
13,263.0,VLC,ext_llegada,2,6
13,263.0,VLC,ext_llegada,3,6
13,263.0,VLC,ext_llegada,4,6
13,263.0,VLC,ext_llegada,5,6
13,271.0,IBZ,ext_llegada,1,7
13,271.0,IBZ,ext_llegada,2,7
13,271.0,ACE,ext_llegada,1,6
13,271.0,ACE,ext_llegada,2,6
13,271.0,ACE,ext_llegada,3,6
13,273.0,ALC,ext_salida,1,6
13,273.0,ALC,ext_salida,0,6
13,281.0,MAH,ext_llegada,1,6
13,281.0,MAH,ext_llegada,2,6
13,289.0,LPA,ext_llegada,1,10
13,289.0,LPA,ext_llegada,2,10
13,289.0,LPA,ext_llegada,3,10
13,289.0,LPA,ext_llegada,4,10
13,289.0,VLC,ext_salida,4,6
